velocity_x_actual,speedx,speedy,steeringangle,z_orientation,z,x,y,w
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.000000, 0.000000, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.059674, 0.059674, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.133100, 0.133100, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.129138, 0.129138, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.217716, 0.217716, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.207692, 0.207692, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.209324, 0.209324, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.180886, 0.180886, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.138228, 0.138228, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.268298, 0.268298, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.246154, 0.246154, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.261305, 0.261305, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.268298, 0.268298, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.280886, 0.280886, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.295571, 0.295571, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.327506, 0.327506, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.354312, 0.354312, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.370629, 0.370629, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.375758, 0.375758, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.387646, 0.387646, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.414452, 0.414452, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.441259, 0.441259, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.459907, 0.459907, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.470629, 0.470629, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.481585, 0.481585, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.493706, 0.493706, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.507459, 0.507459, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.518881, 0.518881, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.527506, 0.527506, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.534732, 0.534732, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.559674, 0.559674, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.584382, 0.584382, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.575524, 0.575524, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.570396, 0.570396, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.603497, 0.603497, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.629837, 0.629837, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.608159, 0.608159, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.622611, 0.622611, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.651981, 0.651981, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.634033, 0.634033, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.658042, 0.658042, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.666667, 0.666667, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.659441, 0.659441, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.668298, 0.668298, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.674359, 0.674359, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.672028, 0.672028, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.668531, 0.668531, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.669697, 0.669697, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.673427, 0.673427, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.690676, 0.690676, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.662238, 0.662238, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.687879, 0.687879, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.674126, 0.674126, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.682051, 0.682051, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.689277, 0.689277, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.685548, 0.685548, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.687179, 0.687179, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.689277, 0.689277, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.689044, 0.689044, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.685781, 0.685781, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.684382, 0.684382, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.686247, 0.686247, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.687413, 0.687413, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.687413, 0.687413, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.686713, 0.686713, 0.000000, -0.000000,0.400172, 0.400172, 0.000000, 0.000000, -0.916440
0.686713, 0.686713, 0.000000, 0.375089,0.395947, 0.395947, 0.000000, 0.000000, -0.918273
0.687646, 0.687646, 0.000000, 0.375598,0.392500, 0.392500, 0.000000, 0.000000, -0.919752
0.686247, 0.686247, 0.000000, 0.374834,0.388917, 0.388917, 0.000000, 0.000000, -0.921273
0.683916, 0.683916, 0.000000, 0.373561,0.385617, 0.385617, 0.000000, 0.000000, -0.922659
0.681352, 0.681352, 0.000000, 0.600108,0.379903, 0.379903, 0.000000, 0.000000, -0.925027
0.678788, 0.678788, 0.000000, 0.882120,0.371741, 0.371741, 0.000000, 0.000000, -0.928336
0.678788, 0.678788, 0.000000, 0.882120,0.363790, 0.363790, 0.000000, 0.000000, -0.931481
0.679720, 0.679720, 0.000000, 0.883331,0.355555, 0.355555, 0.000000, 0.000000, -0.934655
0.680420, 0.680420, 0.000000, 0.884240,0.347114, 0.347114, 0.000000, 0.000000, -0.937823
0.682051, 0.682051, 0.000000, 0.886361,0.338908, 0.338908, 0.000000, 0.000000, -0.940820
0.682984, 0.682984, 0.000000, 0.887572,0.330554, 0.330554, 0.000000, 0.000000, -0.943787
0.684382, 0.684382, 0.000000, 0.889390,0.322129, 0.322129, 0.000000, 0.000000, -0.946696
0.683916, 0.683916, 0.000000, 0.888784,0.313755, 0.313755, 0.000000, 0.000000, -0.949504
0.683217, 0.683217, 0.000000, 0.887875,0.305305, 0.305305, 0.000000, 0.000000, -0.952255
0.681352, 0.681352, 0.000000, 0.885452,0.296834, 0.296834, 0.000000, 0.000000, -0.954929
0.680886, 0.680886, 0.000000, 0.470150,0.293450, 0.293450, 0.000000, 0.000000, -0.955975
0.680886, 0.680886, 0.000000, 0.470150,0.289008, 0.289008, 0.000000, 0.000000, -0.957327
0.680653, 0.680653, 0.000000, 0.469989,0.283314, 0.283314, 0.000000, 0.000000, -0.959027
0.679254, 0.679254, 0.000000, 0.469024,0.278836, 0.278836, 0.000000, 0.000000, -0.960339
0.679487, 0.679487, 0.000000, 0.469184,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.680186, 0.680186, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.680653, 0.680653, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.681119, 0.681119, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.682051, 0.682051, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.685315, 0.685315, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.687179, 0.687179, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.687179, 0.687179, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.687879, 0.687879, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.689277, 0.689277, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.687413, 0.687413, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.685315, 0.685315, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.684382, 0.684382, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.682751, 0.682751, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.681352, 0.681352, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.682517, 0.682517, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.682284, 0.682284, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.682051, 0.682051, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.682984, 0.682984, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.683217, 0.683217, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.682051, 0.682051, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.680886, 0.680886, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.679720, 0.679720, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.679021, 0.679021, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.678788, 0.678788, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.676923, 0.676923, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.675991, 0.675991, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.676690, 0.676690, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.677389, 0.677389, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.677622, 0.677622, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.679021, 0.679021, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.679254, 0.679254, 0.000000, -0.000000,0.273964, 0.273964, 0.000000, 0.000000, -0.961740
0.679720, 0.679720, 0.000000, -0.628830,0.279939, 0.279939, 0.000000, 0.000000, -0.960018
0.679487, 0.679487, 0.000000, -0.628614,0.286374, 0.286374, 0.000000, 0.000000, -0.958118
0.678322, 0.678322, 0.000000, -0.627536,0.292538, 0.292538, 0.000000, 0.000000, -0.956254
0.676457, 0.676457, 0.000000, -0.625811,0.296458, 0.296458, 0.000000, 0.000000, -0.955046
0.675291, 0.675291, 0.000000, -0.955502,0.308298, 0.308298, 0.000000, 0.000000, -0.951290
0.674359, 0.674359, 0.000000, -0.954183,0.314954, 0.314954, 0.000000, 0.000000, -0.949107
