MC,CI,DC,RPM,ED,ER,VI,velocity_x_theoretical
27.230000, 2.100000, -0.089000, -2583.000000,0.477400, 0.001600, 11.600000, -0.502178
19.180000, 1.460000, -0.017000, -2683.000000,0.477500, 0.001600, 11.700000, -0.521619
25.870000, 2.240000, -0.091000, -2926.000000,0.477700, 0.001600, 11.600000, -0.568862
18.720000, 1.280000, -0.125000, -2786.000000,0.477700, 0.001600, 11.600000, -0.541644
14.980000, 1.330000, -0.022000, -3150.000000,0.477900, 0.001600, 11.800000, -0.612412
24.220000, 2.070000, -0.090000, -3339.000000,0.478000, 0.001600, 11.700000, -0.649156
4.060000, 0.160000, -0.008000, -3119.000000,0.478000, 0.001600, 11.800000, -0.606385
33.850000, 2.590000, -0.130000, -2628.000000,0.478100, 0.001600, 11.600000, -0.510926
14.670000, 1.770000, -0.093000, -3732.000000,0.478300, 0.001600, 11.800000, -0.725562
9.690000, 0.450000, -0.070000, -3389.000000,0.478300, 0.001600, 11.600000, -0.658877
22.560000, 2.100000, -0.086000, -3838.000000,0.478500, 0.001600, 11.700000, -0.746170
8.040000, 0.400000, -0.076000, -3605.000000,0.478500, 0.001600, 11.700000, -0.700871
12.810000, 0.970000, -0.060000, -3893.000000,0.478600, 0.001600, 11.700000, -0.756863
7.010000, 0.370000, -0.081000, -3722.000000,0.478600, 0.001600, 11.600000, -0.723618
5.320000, 0.320000, -0.049000, -3908.000000,0.478600, 0.001600, 11.700000, -0.759779
4.340000, 0.210000, -0.066000, -3818.000000,0.478600, 0.001600, 11.700000, -0.742282
1.990000, 0.070000, -0.043000, -3821.000000,0.478600, 0.001600, 11.700000, -0.742865
2.280000, 0.090000, -0.058000, -3707.000000,0.478600, 0.001600, 11.700000, -0.720702
3.940000, 0.170000, -0.047000, -3722.000000,0.478600, 0.001600, 11.700000, -0.723618
0.840000, 0.020000, -0.043000, -3635.000000,0.478600, 0.001600, 11.800000, -0.706704
4.450000, 0.200000, -0.050000, -3610.000000,0.478600, 0.001600, 11.700000, -0.701843
1.120000, 0.030000, -0.046000, -3578.000000,0.478700, 0.001600, 11.700000, -0.695622
1.210000, 0.040000, -0.049000, -3504.000000,0.478700, 0.001600, 11.700000, -0.681235
1.390000, 0.040000, -0.045000, -3559.000000,0.478700, 0.001600, 11.800000, -0.691928
0.500000, 0.010000, -0.043000, -3525.000000,0.478700, 0.001600, 11.700000, -0.685318
1.000000, 0.030000, -0.043000, -3542.000000,0.478700, 0.001600, 11.800000, -0.688623
0.640000, 0.010000, -0.041000, -3502.000000,0.478700, 0.001600, 11.800000, -0.680846
0.030000, 0.000000, -0.040000, -3459.000000,0.478700, 0.001600, 11.800000, -0.672486
-0.020000, 0.000000, -0.041000, -3429.000000,0.478700, 0.001600, 11.700000, -0.666654
0.120000, 0.000000, -0.039000, -3401.000000,0.478700, 0.001600, 11.700000, -0.661210
0.710000, 0.020000, -0.043000, -3358.000000,0.478700, 0.001600, 11.700000, -0.652850
0.710000, 0.010000, -0.039000, -3322.000000,0.478700, 0.001600, 11.700000, -0.645851
1.500000, 0.040000, -0.038000, -3311.000000,0.478700, 0.001600, 11.700000, -0.643713
0.230000, 0.000000, -0.035000, -3239.000000,0.478700, 0.001600, 11.800000, -0.629715
-0.180000, 0.000000, -0.037000, -3193.000000,0.478700, 0.001600, 11.800000, -0.620772
0.080000, 0.000000, -0.035000, -3147.000000,0.478700, 0.001600, 11.700000, -0.611828
0.830000, 0.020000, -0.037000, -3100.000000,0.478700, 0.001600, 11.700000, -0.602691
0.290000, 0.000000, -0.033000, -3053.000000,0.478700, 0.001600, 11.700000, -0.593553
0.000000, 0.000000, -0.033000, -2988.000000,0.478700, 0.001600, 11.700000, -0.580916
0.080000, 0.000000, -0.032000, -2926.000000,0.478700, 0.001600, 11.800000, -0.568862
-0.050000, 0.000000, -0.032000, -2866.000000,0.478700, 0.001600, 11.700000, -0.557197
0.080000, 0.000000, -0.031000, -2806.000000,0.478700, 0.001600, 11.700000, -0.545532
0.120000, 0.000000, -0.029000, -2737.000000,0.478700, 0.001600, 11.700000, -0.532118
-0.030000, 0.000000, -0.029000, -2676.000000,0.478700, 0.001600, 11.700000, -0.520258
0.000000, 0.000000, -0.029000, -2611.000000,0.478700, 0.001600, 11.800000, -0.507621
0.000000, 0.000000, -0.028000, -2551.000000,0.478700, 0.001600, 11.700000, -0.495956
0.010000, 0.000000, -0.026000, -2487.000000,0.478700, 0.001600, 11.800000, -0.483514
0.000000, 0.000000, -0.026000, -2425.000000,0.478700, 0.001600, 11.700000, -0.471460
0.030000, 0.000000, -0.025000, -2366.000000,0.478700, 0.001600, 11.600000, -0.459989
0.000000, 0.000000, -0.024000, -2292.000000,0.478700, 0.001600, 11.700000, -0.445602
-0.020000, 0.000000, -0.023000, -2225.000000,0.478700, 0.001600, 11.600000, -0.432577
-0.060000, 0.000000, -0.024000, -2159.000000,0.478700, 0.001600, 11.700000, -0.419745
0.070000, 0.000000, -0.021000, -2091.000000,0.478700, 0.001600, 11.800000, -0.406525
0.360000, 0.000000, -0.021000, -2039.000000,0.478700, 0.001600, 11.800000, -0.396415
0.010000, 0.000000, -0.019000, -1961.000000,0.478700, 0.001600, 11.800000, -0.381251
-0.090000, 0.000000, -0.021000, -1899.000000,0.478700, 0.001600, 11.700000, -0.369197
0.000000, 0.000000, -0.019000, -1831.000000,0.478700, 0.001600, 11.700000, -0.355976
0.030000, 0.000000, -0.019000, -1758.000000,0.478700, 0.001600, 11.800000, -0.341784
5.070000, 0.260000, -0.050000, -1792.000000,0.478700, 0.001600, 11.800000, -0.348394
1.220000, 0.030000, -0.034000, -2008.000000,0.478700, 0.001600, 11.700000, -0.390388
0.870000, 0.010000, -0.019000, -2022.000000,0.478700, 0.001600, 11.800000, -0.393110
0.390000, 0.000000, -0.014000, -1839.000000,0.478700, 0.001600, 11.700000, -0.357532
11.690000, 0.280000, -0.033000, -1559.000000,0.478700, 0.001600, 11.700000, -0.303095
22.440000, 0.940000, -0.038000, -1406.000000,0.478800, 0.001600, 11.700000, -0.273349
22.010000, 0.770000, -0.029000, -1189.000000,0.478800, 0.001600, 11.800000, -0.231161
23.590000, 0.820000, -0.029000, -977.000000,0.478900, 0.001600, 11.700000, -0.189945
23.950000, 0.850000, -0.056000, -832.000000,0.478900, 0.001600, 11.700000, -0.161754
2.650000, 0.080000, -0.034000, -1173.000000,0.478900, 0.001600, 11.700000, -0.228050
1.190000, 0.020000, -0.012000, -1268.000000,0.478900, 0.001600, 11.800000, -0.246520
3.650000, 0.060000, -0.023000, -1117.000000,0.478900, 0.001600, 11.800000, -0.217163
11.440000, 0.270000, -0.024000, -1054.000000,0.479000, 0.001600, 11.800000, -0.204915
9.920000, 0.220000, -0.029000, -971.000000,0.479000, 0.001600, 11.700000, -0.188778
0.980000, 0.010000, -0.017000, -1114.000000,0.479000, 0.001600, 11.700000, -0.216580
0.910000, 0.000000, -0.001000, -1051.000000,0.479000, 0.001600, 11.800000, -0.204332
6.480000, 0.120000, -0.025000, -902.000000,0.479000, 0.001600, 11.700000, -0.175364
9.620000, 0.200000, -0.017000, -873.000000,0.479000, 0.001600, 11.800000, -0.169726
7.790000, 0.150000, -0.027000, -798.000000,0.479000, 0.001600, 11.700000, -0.155144
1.450000, 0.020000, -0.013000, -909.000000,0.479000, 0.001600, 11.700000, -0.176725
0.070000, 0.000000, 0.000000, -822.000000,0.479000, 0.001600, 11.700000, -0.159810
0.280000, 0.000000, 0.000000, -701.000000,0.479000, 0.001600, 11.700000, -0.136286
0.300000, 0.000000, 0.000000, -608.000000,0.479000, 0.001600, 11.800000, -0.118205
0.230000, 0.000000, 0.000000, -531.000000,0.479000, 0.001600, 11.800000, -0.103235
-0.230000, 0.000000, 0.000000, -472.000000,0.479000, 0.001600, 11.700000, -0.091765
-0.250000, 0.000000, 0.000000, -426.000000,0.479000, 0.001600, 11.700000, -0.082821
-0.260000, 0.000000, 0.000000, -388.000000,0.479000, 0.001600, 11.800000, -0.075434
-0.270000, 0.000000, 0.000000, -362.000000,0.479000, 0.001600, 11.800000, -0.070379
-0.260000, 0.000000, 0.000000, -335.000000,0.479000, 0.001600, 11.800000, -0.065130
-0.260000, 0.000000, 0.000000, -315.000000,0.479000, 0.001600, 11.700000, -0.061241
-0.120000, 0.000000, 0.000000, -293.000000,0.479000, 0.001600, 11.800000, -0.056964
0.250000, 0.000000, 0.000000, -275.000000,0.479000, 0.001600, 11.800000, -0.053465
0.260000, 0.000000, 0.000000, -256.000000,0.479000, 0.001600, 11.700000, -0.049771
0.270000, 0.000000, 0.000000, -239.000000,0.479000, 0.001600, 11.700000, -0.046466
0.240000, 0.000000, 0.000000, -225.000000,0.479000, 0.001600, 11.700000, -0.043744
0.260000, 0.000000, 0.000000, -216.000000,0.479000, 0.001600, 11.700000, -0.041994
0.280000, 0.000000, 0.000000, -204.000000,0.479000, 0.001600, 11.800000, -0.039661
0.250000, 0.000000, 0.000000, -199.000000,0.479000, 0.001600, 11.700000, -0.038689
0.250000, 0.000000, 0.000000, -198.000000,0.479000, 0.001600, 11.700000, -0.038494
-0.050000, 0.000000, 0.000000, -197.000000,0.479000, 0.001600, 11.700000, -0.038300
-0.260000, 0.000000, 0.000000, -200.000000,0.479000, 0.001600, 11.700000, -0.038883
-0.230000, 0.000000, 0.000000, -204.000000,0.479000, 0.001600, 11.700000, -0.039661
-0.280000, 0.000000, 0.000000, -210.000000,0.479000, 0.001600, 11.700000, -0.040827
-0.260000, 0.000000, 0.000000, -214.000000,0.479000, 0.001600, 11.700000, -0.041605
-0.250000, 0.000000, 0.000000, -214.000000,0.479000, 0.001600, 11.800000, -0.041605
-0.260000, 0.000000, 0.000000, -214.000000,0.479000, 0.001600, 11.700000, -0.041605
0.140000, 0.000000, 0.000000, -208.000000,0.479000, 0.001600, 11.700000, -0.040439
0.270000, 0.000000, 0.000000, -203.000000,0.479000, 0.001600, 11.700000, -0.039467
0.260000, 0.000000, 0.000000, -198.000000,0.479000, 0.001600, 11.700000, -0.038494
0.270000, 0.000000, 0.000000, -190.000000,0.479000, 0.001600, 11.800000, -0.036939
0.260000, 0.000000, 0.000000, -187.000000,0.479000, 0.001600, 11.700000, -0.036356
0.260000, 0.000000, 0.000000, -184.000000,0.479000, 0.001600, 11.700000, -0.035773
0.260000, 0.000000, 0.000000, -178.000000,0.479000, 0.001600, 11.700000, -0.034606
0.280000, 0.000000, 0.000000, -180.000000,0.479000, 0.001600, 11.800000, -0.034995
0.260000, 0.000000, 0.000000, -181.000000,0.479000, 0.001600, 11.800000, -0.035189
-0.270000, 0.000000, 0.000000, -187.000000,0.479000, 0.001600, 11.700000, -0.036356
-0.250000, 0.000000, 0.000000, -193.000000,0.479000, 0.001600, 11.700000, -0.037522
-0.250000, 0.000000, 0.000000, -198.000000,0.479000, 0.001600, 11.700000, -0.038494
-0.260000, 0.000000, 0.000000, -206.000000,0.479000, 0.001600, 11.800000, -0.040050
-0.260000, 0.000000, 0.000000, -207.000000,0.479000, 0.001600, 11.700000, -0.040244
-0.250000, 0.000000, 0.000000, -210.000000,0.479000, 0.001600, 11.700000, -0.040827
-0.140000, 0.000000, 0.000000, -207.000000,0.479000, 0.001600, 11.700000, -0.040244
0.260000, 0.000000, 0.000000, -204.000000,0.479000, 0.001600, 11.700000, -0.039661
0.270000, 0.000000, 0.000000, -199.000000,0.479000, 0.001600, 11.700000, -0.038689
0.260000, 0.000000, 0.000000, -192.000000,0.479000, 0.001600, 11.700000, -0.037328
0.280000, 0.000000, 0.000000, -186.000000,0.479000, 0.001600, 11.700000, -0.036161
0.270000, 0.000000, 0.000000, -183.000000,0.479000, 0.001600, 11.700000, -0.035578
0.260000, 0.000000, 0.000000, -178.000000,0.479000, 0.001600, 11.700000, -0.034606
0.240000, 0.000000, 0.000000, -178.000000,0.479000, 0.001600, 11.700000, -0.034606
0.260000, 0.000000, 0.000000, -181.000000,0.479000, 0.001600, 11.700000, -0.035189
-0.120000, 0.000000, 0.000000, -183.000000,0.479000, 0.001600, 11.700000, -0.035578
-0.280000, 0.000000, 0.000000, -189.000000,0.479000, 0.001600, 11.700000, -0.036745
-0.240000, 0.000000, 0.000000, -195.000000,0.479000, 0.001600, 11.700000, -0.037911
-0.260000, 0.000000, 0.000000, -202.000000,0.479000, 0.001600, 11.800000, -0.039272
-0.270000, 0.000000, 0.000000, -207.000000,0.479000, 0.001600, 11.700000, -0.040244
-0.260000, 0.000000, 0.000000, -210.000000,0.479000, 0.001600, 11.700000, -0.040827
-0.260000, 0.000000, 0.000000, -209.000000,0.479000, 0.001600, 11.800000, -0.040633
0.160000, 0.000000, 0.000000, -205.000000,0.479000, 0.001600, 11.700000, -0.039855
0.250000, 0.000000, 0.000000, -200.000000,0.479000, 0.001600, 11.700000, -0.038883
0.260000, 0.000000, 0.000000, -196.000000,0.479000, 0.001600, 11.600000, -0.038106
0.260000, 0.000000, 0.000000, -188.000000,0.479000, 0.001600, 11.700000, -0.036550
0.270000, 0.000000, 0.000000, -185.000000,0.479000, 0.001600, 11.700000, -0.035967
0.280000, 0.000000, 0.000000, -182.000000,0.479000, 0.001600, 11.700000, -0.035384
0.270000, 0.000000, 0.000000, -176.000000,0.479000, 0.001600, 11.700000, -0.034217
0.240000, 0.000000, 0.000000, -179.000000,0.479000, 0.001600, 11.700000, -0.034801
0.190000, 0.000000, 0.000000, -181.000000,0.479000, 0.001600, 11.800000, -0.035189
-0.270000, 0.000000, 0.000000, -187.000000,0.479000, 0.001600, 11.800000, -0.036356
-0.270000, 0.000000, 0.000000, -193.000000,0.479000, 0.001600, 11.700000, -0.037522
-0.240000, 0.000000, 0.000000, -198.000000,0.479000, 0.001600, 11.800000, -0.038494
-0.270000, 0.000000, 0.000000, -206.000000,0.479000, 0.001600, 11.700000, -0.040050
-0.260000, 0.000000, 0.000000, -207.000000,0.479000, 0.001600, 11.700000, -0.040244
-0.270000, 0.000000, 0.000000, -210.000000,0.479000, 0.001600, 11.800000, -0.040827
-0.050000, 0.000000, 0.000000, -207.000000,0.479000, 0.001600, 11.800000, -0.040244
0.250000, 0.000000, 0.000000, -204.000000,0.479000, 0.001600, 11.700000, -0.039661
0.270000, 0.000000, 0.000000, -199.000000,0.479000, 0.001600, 11.800000, -0.038689
0.270000, 0.000000, 0.000000, -191.000000,0.479000, 0.001600, 11.700000, -0.037134
0.260000, 0.000000, 0.000000, -186.000000,0.479000, 0.001600, 11.800000, -0.036161
0.260000, 0.000000, 0.000000, -184.000000,0.479000, 0.001600, 11.800000, -0.035773
0.260000, 0.000000, 0.000000, -177.000000,0.479000, 0.001600, 11.700000, -0.034412
0.260000, 0.000000, 0.000000, -178.000000,0.479000, 0.001600, 11.800000, -0.034606
0.270000, 0.000000, 0.000000, -180.000000,0.479000, 0.001600, 11.800000, -0.034995
-0.030000, 0.000000, 0.000000, -183.000000,0.479000, 0.001600, 11.800000, -0.035578
-0.260000, 0.000000, 0.000000, -188.000000,0.479000, 0.001600, 11.800000, -0.036550
-0.260000, 0.000000, 0.000000, -195.000000,0.479000, 0.001600, 11.700000, -0.037911
-0.280000, 0.000000, 0.000000, -203.000000,0.479000, 0.001600, 11.800000, -0.039467
-0.260000, 0.000000, 0.000000, -207.000000,0.479000, 0.001600, 11.700000, -0.040244
-0.250000, 0.000000, 0.000000, -209.000000,0.479000, 0.001600, 11.800000, -0.040633
-0.250000, 0.000000, 0.000000, -209.000000,0.479000, 0.001600, 11.800000, -0.040633
0.140000, 0.000000, 0.000000, -205.000000,0.479000, 0.001600, 11.800000, -0.039855
0.250000, 0.000000, 0.000000, -200.000000,0.479000, 0.001600, 11.700000, -0.038883
0.250000, 0.000000, 0.000000, -195.000000,0.479000, 0.001600, 11.700000, -0.037911
0.250000, 0.000000, 0.000000, -188.000000,0.479000, 0.001600, 11.700000, -0.036550
0.270000, 0.000000, 0.000000, -185.000000,0.479000, 0.001600, 11.700000, -0.035967
0.250000, 0.000000, 0.000000, -182.000000,0.479000, 0.001600, 11.700000, -0.035384
0.240000, 0.000000, 0.000000, -178.000000,0.479000, 0.001600, 11.700000, -0.034606
0.240000, 0.000000, 0.000000, -181.000000,0.479000, 0.001600, 11.800000, -0.035189
0.060000, 0.000000, 0.000000, -182.000000,0.479000, 0.001600, 11.700000, -0.035384
-0.270000, 0.000000, 0.000000, -188.000000,0.479000, 0.001600, 11.700000, -0.036550
-0.260000, 0.000000, 0.000000, -194.000000,0.479000, 0.001600, 11.800000, -0.037717
-0.270000, 0.000000, 0.000000, -200.000000,0.479000, 0.001600, 11.700000, -0.038883
-0.260000, 0.000000, 0.000000, -208.000000,0.479000, 0.001600, 11.700000, -0.040439
-0.260000, 0.000000, 0.000000, -208.000000,0.479000, 0.001600, 11.800000, -0.040439
-0.250000, 0.000000, 0.000000, -211.000000,0.479000, 0.001600, 11.700000, -0.041022
-0.050000, 0.000000, 0.000000, -207.000000,0.479000, 0.001600, 11.700000, -0.040244
0.270000, 0.000000, 0.000000, -204.000000,0.479000, 0.001600, 11.700000, -0.039661
0.260000, 0.000000, 0.000000, -198.000000,0.479000, 0.001600, 11.800000, -0.038494
0.260000, 0.000000, 0.000000, -191.000000,0.479000, 0.001600, 11.700000, -0.037134
0.270000, 0.000000, 0.000000, -186.000000,0.479000, 0.001600, 11.700000, -0.036161
0.280000, 0.000000, 0.000000, -183.000000,0.479000, 0.001600, 11.700000, -0.035578
0.260000, 0.000000, 0.000000, -177.000000,0.479000, 0.001600, 11.800000, -0.034412
0.250000, 0.000000, 0.000000, -179.000000,0.479000, 0.001600, 11.700000, -0.034801
0.270000, 0.000000, 0.000000, -181.000000,0.479000, 0.001600, 11.700000, -0.035189
-0.160000, 0.000000, 0.000000, -184.000000,0.479000, 0.001600, 11.800000, -0.035773
-0.270000, 0.000000, 0.000000, -190.000000,0.479000, 0.001600, 11.700000, -0.036939
-0.250000, 0.000000, 0.000000, -196.000000,0.479000, 0.001600, 11.600000, -0.038106
-0.250000, 0.000000, 0.000000, -203.000000,0.479000, 0.001600, 11.800000, -0.039467
-0.250000, 0.000000, 0.000000, -206.000000,0.479000, 0.001600, 11.700000, -0.040050
-0.260000, 0.000000, 0.000000, -209.000000,0.479000, 0.001600, 11.700000, -0.040633
44.460000, 4.130000, -0.136000, -383.000000,0.479200, 0.001600, 11.600000, -0.074461
25.670000, 1.650000, -0.041000, -713.000000,0.479400, 0.001600, 11.700000, -0.138619
15.670000, 0.510000, -0.049000, -769.000000,0.479400, 0.001600, 11.700000, -0.149506
2.830000, 0.050000, -0.011000, -920.000000,0.479400, 0.001600, 11.700000, -0.178863
15.830000, 0.470000, -0.032000, -852.000000,0.479400, 0.001600, 11.700000, -0.165643
44.620000, 6.130000, -0.178000, -1683.000000,0.479700, 0.001600, 11.500000, -0.327203
29.820000, 2.200000, -0.118000, -1603.000000,0.479900, 0.001600, 11.700000, -0.311650
21.510000, 1.360000, -0.065000, -1659.000000,0.480100, 0.001600, 11.700000, -0.322537
32.910000, 2.650000, -0.032000, -1761.000000,0.480200, 0.001600, 11.700000, -0.342367
31.480000, 2.150000, -0.048000, -1786.000000,0.480400, 0.001600, 11.700000, -0.347228
46.540000, 5.280000, -0.154000, -2002.000000,0.480600, 0.001600, 11.600000, -0.389222
53.400000, 6.280000, -0.098000, -2369.000000,0.481100, 0.001600, 11.700000, -0.460573
23.870000, 1.790000, -0.088000, -2614.000000,0.481200, 0.001600, 11.600000, -0.508205
29.160000, 2.350000, -0.108000, -2715.000000,0.481400, 0.001600, 11.600000, -0.527841
33.330000, 2.820000, -0.110000, -2826.000000,0.481500, 0.001600, 11.700000, -0.549421
15.060000, 1.030000, -0.010000, -2711.000000,0.481600, 0.001600, 11.800000, -0.527063
1.080000, 0.020000, -0.034000, -2304.000000,0.481600, 0.001600, 11.700000, -0.447935
19.210000, 1.280000, -0.087000, -2627.000000,0.481700, 0.001600, 11.800000, -0.510732
2.660000, 0.140000, -0.040000, -3148.000000,0.481700, 0.001600, 11.700000, -0.612023
6.940000, 0.310000, -0.071000, -2926.000000,0.481800, 0.001600, 11.700000, -0.568862
5.870000, 0.310000, -0.044000, -3123.000000,0.481800, 0.001600, 11.600000, -0.607162
-3.200000, 0.000000, 0.000000, -2691.000000,0.481800, 0.001600, 11.800000, -0.523175
-2.480000, 0.000000, 0.000000, -2298.000000,0.481800, 0.001600, 11.700000, -0.446769
-13.490000, 0.000000, 0.000000, -2187.000000,0.481800, 0.001600, 11.800000, -0.425189
-2.750000, 0.000000, 0.000000, -1848.000000,0.481800, 0.001600, 11.800000, -0.359282
-12.750000, 0.000000, 0.000000, -1847.000000,0.481800, 0.001600, 11.800000, -0.359087
-11.510000, 0.000000, 0.000000, -1803.000000,0.481800, 0.001600, 11.700000, -0.350533
1.880000, 0.000000, 0.000000, -1444.000000,0.481800, 0.001600, 11.700000, -0.280737
-8.450000, 0.000000, 0.000000, -1372.000000,0.481800, 0.001600, 11.700000, -0.266739
-7.490000, 0.000000, 0.000000, -1336.000000,0.481800, 0.001600, 11.700000, -0.259740
-3.580000, 0.000000, 0.000000, -1173.000000,0.481800, 0.001600, 11.700000, -0.228050
2.190000, 0.000000, 0.000000, -933.000000,0.481800, 0.001600, 11.800000, -0.181391
-3.620000, 0.000000, 0.000000, -863.000000,0.481800, 0.001600, 11.700000, -0.167781
-2.860000, 0.000000, 0.000000, -808.000000,0.481800, 0.001600, 11.700000, -0.157088
-1.880000, 0.000000, 0.000000, -723.000000,0.481800, 0.001600, 11.700000, -0.140563
-0.640000, 0.000000, 0.000000, -624.000000,0.481800, 0.001600, 11.700000, -0.121316
0.620000, 0.000000, 0.000000, -538.000000,0.481800, 0.001600, 11.800000, -0.104596
1.510000, 0.000000, 0.000000, -441.000000,0.481800, 0.001600, 11.700000, -0.085738
0.210000, 0.000000, 0.000000, -389.000000,0.481800, 0.001600, 11.700000, -0.075628
0.240000, 0.000000, 0.000000, -356.000000,0.481800, 0.001600, 11.700000, -0.069212
-0.160000, 0.000000, 0.000000, -327.000000,0.481800, 0.001600, 11.700000, -0.063574
-0.280000, 0.000000, 0.000000, -310.000000,0.481800, 0.001600, 11.800000, -0.060269
-0.210000, 0.000000, 0.000000, -289.000000,0.481800, 0.001600, 11.700000, -0.056186
0.250000, 0.000000, 0.000000, -271.000000,0.481800, 0.001600, 11.800000, -0.052687
0.270000, 0.000000, 0.000000, -254.000000,0.481800, 0.001600, 11.700000, -0.049382
0.270000, 0.000000, 0.000000, -237.000000,0.481800, 0.001600, 11.800000, -0.046077
0.280000, 0.000000, 0.000000, -223.000000,0.481800, 0.001600, 11.800000, -0.043355
0.270000, 0.000000, 0.000000, -213.000000,0.481800, 0.001600, 11.600000, -0.041411
0.230000, 0.000000, 0.000000, -203.000000,0.481800, 0.001600, 11.800000, -0.039467
0.280000, 0.000000, 0.000000, -198.000000,0.481800, 0.001600, 11.800000, -0.038494
0.290000, 0.000000, 0.000000, -196.000000,0.481800, 0.001600, 11.700000, -0.038106
-0.020000, 0.000000, 0.000000, -195.000000,0.481800, 0.001600, 11.800000, -0.037911
-0.260000, 0.000000, 0.000000, -198.000000,0.481800, 0.001600, 11.800000, -0.038494
-0.300000, 0.000000, 0.000000, -203.000000,0.481800, 0.001600, 11.800000, -0.039467
-0.310000, 0.000000, 0.000000, -209.000000,0.481800, 0.001600, 11.700000, -0.040633
-0.300000, 0.000000, 0.000000, -215.000000,0.481800, 0.001600, 11.700000, -0.041800
-0.060000, 0.000000, -0.001000, -203.000000,0.481800, 0.001600, 11.700000, -0.039467
0.000000, 0.000000, -0.001000, -175.000000,0.481800, 0.001600, 11.700000, -0.034023
0.000000, 0.000000, 0.000000, -150.000000,0.481800, 0.001600, 11.700000, -0.029162
-0.010000, 0.000000, -0.001000, -127.000000,0.481800, 0.001600, 11.800000, -0.024691
0.000000, 0.000000, -0.001000, -108.000000,0.481800, 0.001600, 11.800000, -0.020997
0.000000, 0.000000, 0.000000, -92.000000,0.481800, 0.001600, 11.700000, -0.017886
-0.010000, 0.000000, -0.001000, -79.000000,0.481800, 0.001600, 11.700000, -0.015359
-0.010000, 0.000000, -0.001000, -68.000000,0.481800, 0.001600, 11.700000, -0.013220
0.000000, 0.000000, -0.001000, -59.000000,0.481800, 0.001600, 11.700000, -0.011471
0.000000, 0.000000, 0.000000, -51.000000,0.481800, 0.001600, 11.700000, -0.009915
-0.010000, 0.000000, -0.001000, -44.000000,0.481800, 0.001600, 11.800000, -0.008554
0.000000, 0.000000, -0.001000, -37.000000,0.481800, 0.001600, 11.800000, -0.007193
0.000000, 0.000000, -0.001000, -32.000000,0.481800, 0.001600, 11.700000, -0.006221
0.000000, 0.000000, -0.001000, -27.000000,0.481800, 0.001600, 11.700000, -0.005249
0.000000, 0.000000, -0.001000, -24.000000,0.481800, 0.001600, 11.700000, -0.004666
0.000000, 0.000000, -0.001000, -20.000000,0.481800, 0.001600, 11.700000, -0.003888
40.700000, 3.860000, 0.152000, 260.000000,0.482000, 0.001600, 11.600000, 0.050548
57.230000, 6.370000, 0.073000, 641.000000,0.482400, 0.001600, 11.600000, 0.124621
53.930000, 5.140000, 0.131000, 902.000000,0.482700, 0.001600, 11.600000, 0.175364
56.960000, 5.240000, 0.108000, 1199.000000,0.483100, 0.001600, 11.600000, 0.233105
42.370000, 4.290000, 0.066000, 1836.000000,0.483400, 0.001600, 11.800000, 0.356949
36.600000, 2.950000, 0.091000, 1886.000000,0.483600, 0.001600, 11.700000, 0.366669
47.710000, 4.920000, 0.129000, 2067.000000,0.483900, 0.001600, 11.700000, 0.401859
47.650000, 4.970000, 0.124000, 2326.000000,0.484200, 0.001600, 11.700000, 0.452213
35.800000, 3.350000, 0.119000, 2620.000000,0.484400, 0.001600, 11.600000, 0.509371
32.630000, 2.970000, 0.122000, 2869.000000,0.484600, 0.001600, 11.600000, 0.557781
31.820000, 2.890000, 0.121000, 3080.000000,0.484800, 0.001600, 11.700000, 0.598803
30.990000, 2.810000, 0.120000, 3272.000000,0.485000, 0.001600, 11.600000, 0.636131
30.140000, 2.750000, 0.118000, 3469.000000,0.485200, 0.001600, 11.700000, 0.674431
28.130000, 2.510000, 0.114000, 3629.000000,0.485300, 0.001600, 11.700000, 0.705537
28.740000, 2.600000, 0.113000, 3772.000000,0.485500, 0.001600, 11.800000, 0.733339
28.250000, 2.580000, 0.107000, 3919.000000,0.485700, 0.001600, 11.700000, 0.761918
24.870000, 2.220000, 0.096000, 4072.000000,0.485800, 0.001600, 11.600000, 0.791664
22.580000, 1.970000, 0.091000, 4228.000000,0.486000, 0.001600, 11.700000, 0.821993
20.280000, 1.740000, 0.090000, 4386.000000,0.486100, 0.001600, 11.700000, 0.852710
17.110000, 1.420000, 0.086000, 4542.000000,0.486200, 0.001600, 11.700000, 0.883039
15.260000, 1.240000, 0.091000, 4681.000000,0.486300, 0.001600, 11.700000, 0.910063
14.920000, 1.210000, 0.095000, 4784.000000,0.486300, 0.001600, 11.700000, 0.930088
15.570000, 1.280000, 0.100000, 4877.000000,0.486400, 0.001600, 11.700000, 0.948169
15.130000, 1.230000, 0.099000, 4960.000000,0.486500, 0.001600, 11.700000, 0.964305
13.870000, 1.120000, 0.098000, 5043.000000,0.486500, 0.001600, 11.700000, 0.980442
12.310000, 0.970000, 0.073000, 5132.000000,0.486600, 0.001600, 11.600000, 0.997745
9.990000, 0.790000, 0.097000, 5172.000000,0.486700, 0.001600, 11.700000, 1.005522
9.220000, 0.700000, 0.099000, 5223.000000,0.486700, 0.001600, 11.600000, 1.015437
8.690000, 0.660000, 0.088000, 5306.000000,0.486800, 0.001600, 11.800000, 1.031574
9.720000, 0.760000, 0.085000, 5374.000000,0.486800, 0.001600, 11.800000, 1.044794
9.660000, 0.740000, 0.066000, 5406.000000,0.486900, 0.001600, 11.800000, 1.051015
