roll,pitch,yaw,ax,ay,az,wx,wy,wz,x_q,y_q,z_q,w_q,roll_xi,pitch_yi,yaw_zi,velocity_y
-0.025335, -1.820341, 59.380189, 0.049316,0.168945, 1.112305, 0.183105, -0.183105, 0.976562, 0.007676, 0.013909,0.495243,-0.868609,0.000442,-0.031771,-1.036380, -0.000000
-0.129350, -1.968291, 59.376200, 0.077637,0.025879, 0.963379, -0.305176, 0.244141, -0.305176, 0.007526, 0.015480,0.495188,-0.868615,0.002258,-0.034353,-1.036310, -0.000000
-0.313579, -1.966089, 59.381876, 0.051758,0.151367, 1.066406, 2.136230, 1.770020, 0.183105, 0.006121, 0.016259,0.495206,-0.868602,0.005473,-0.034315,-1.036409, -0.000000
-0.396425, -1.995801, 59.410584, 0.051758,0.019043, 1.043945, -1.647949, 1.831055, -1.892090, 0.005626, 0.016841,0.495408,-0.868479,0.006919,-0.034833,-1.036910, -0.000000
-0.376291, -1.930941, 59.466673, 0.018555,-0.061523, 1.030273, -1.708984, -0.122070, -3.112793, 0.005506, 0.016260,0.495843,-0.868243,0.006568,-0.033701,-1.037889, 0.110026
-0.717621, -1.868608, 59.543854, 0.041016,0.267578, 1.128906, 17.211914, 0.671387, -2.929688, 0.002661, 0.017263,0.496384,-0.867927,0.012525,-0.032613,-1.039236, 0.177025
-1.074424, -1.860686, 59.556183, 0.133301,-0.002441, 1.265137, 8.789062, 7.568359, -1.159668, -0.000073, 0.018748,0.496423,-0.867879,0.018752,-0.032475,-1.039451, 0.177047
-1.501352, -1.533602, 59.527032, -0.020508,0.202148, 1.014648, 2.563477, -2.685547, 4.089355, -0.004729, 0.018120,0.496182,-0.868017,0.026204,-0.026766,-1.038943, 0.305572
-1.948664, -1.232717, 59.377676, 0.058594,0.520020, 0.811035, 30.334473, 9.643555, 9.277344, -0.009444, 0.017765,0.495030,-0.868643,0.034011,-0.021515,-1.036336, 0.385339
-2.447638, -1.288919, 59.064095, 0.067871,0.479492, 0.798340, 22.766113, -13.854980, 15.747070, -0.013039, 0.020311,0.492558,-0.869945,0.042719,-0.022496,-1.030863, 0.464861
-2.694982, -1.591996, 58.661271, 0.135254,0.485352, 0.996094, 6.225586, -24.291992, 26.855469, -0.013696, 0.023626,0.489381,-0.871642,0.047036,-0.027786,-1.023832, 0.569206
-3.030731, -1.814914, 58.091538, -0.036133,0.439453, 1.046875, 8.361816, 3.417969, 35.095215, -0.015430, 0.026678,0.484911,-0.874020,0.052896,-0.031676,-1.013889, 0.671793
-3.443159, -1.901404, 56.950776, -0.041504,0.369141, 1.041992, 9.948730, -7.141113, 49.621582, -0.018497, 0.028900,0.476062,-0.878742,0.060094,-0.033186,-0.993979, 0.817687
-3.715295, -2.025406, 55.798865, 0.048340,0.459473, 0.877930, 14.404297, 0.915527, 61.645508, -0.020378, 0.030778,0.467096,-0.883436,0.064844,-0.035350,-0.973874, 0.806826
-3.901646, -2.116739, 54.520967, 0.065918,0.333008, 0.968750, 5.737305, 1.281738, 71.289062, -0.021800, 0.032000,0.457134,-0.888555,0.068097,-0.036944,-0.951570, 0.877348
-4.059329, -2.230949, 52.616328, 0.117188,0.432129, 0.937012, 4.455566, 1.586914, 78.796387, -0.023120, 0.033134,0.442219,-0.895997,0.070849,-0.038937,-0.918328, 0.856080
-4.279711, -2.095990, 51.091762, -0.001465,0.427246, 1.019531, 2.441406, 19.714355, 81.054688, -0.025801, 0.032589,0.430245,-0.901755,0.074695,-0.036582,-0.891719, 0.889888
-4.343349, -2.035336, 49.523072, 0.052246,0.382812, 1.247070, -2.563477, 13.549805, 83.068848, -0.026971, 0.031985,0.417865,-0.907546,0.075806,-0.035523,-0.864341, 0.905708
-4.531722, -2.161823, 47.380257, -0.027344,0.403809, 1.010254, 9.704590, -0.549316, 85.876465, -0.028625, 0.033144,0.400721,-0.915153,0.079093,-0.037731,-0.826941, 0.902591
-4.814203, -2.216053, 45.720620, 0.049316,0.360352, 1.132812, 7.446289, 13.916016, 88.317871, -0.031188, 0.034116,0.387322,-0.920785,0.084024,-0.038677,-0.797975, 0.904860
-4.918750, -2.170689, 44.017233, -0.118164,0.260254, 1.108887, -1.892090, 1.037598, 91.003418, -0.032685, 0.033623,0.373580,-0.926412,0.085848,-0.037886,-0.768246, 0.897506
-4.564259, -1.988138, 41.788767, -0.154785,0.067383, 0.909668, -18.615723, 29.846191, 81.359863, -0.031013, 0.030395,0.355664,-0.933604,0.079661,-0.034700,-0.729352, 0.810692
-4.005811, -1.425077, 40.258576, -0.232910,-0.232910, 1.110840, -26.428223, 17.211914, 75.988770, -0.028536, 0.023696,0.343495,-0.938422,0.069915,-0.024872,-0.702645, 0.708452
-3.333995, -1.080795, 38.847842, -0.368164,-0.096191, 1.319824, -24.230957, 16.235352, 73.303223, -0.024298, 0.018565,0.332141,-0.942734,0.058189,-0.018863,-0.678023, 0.703578
-2.973687, -0.812337, 37.012177, -0.245605,-0.083984, 1.137695, -4.821777, 4.272461, 70.983887, -0.022356, 0.014956,0.317116,-0.948005,0.051901,-0.014178,-0.645984, 0.699649
-2.861080, -0.723248, 35.734197, -0.187500,-0.051758, 0.969238, -3.051758, -2.868652, 65.246582, -0.021825, 0.013665,0.306558,-0.951504,0.049935,-0.012623,-0.623679, 0.678777
-2.468611, -0.782391, 34.560098, -0.124023,-0.403809, 0.848633, -23.193359, 0.305176, 58.715820, -0.018541, 0.012916,0.296826,-0.954664,0.043085,-0.013655,-0.603187, 0.591336
-1.771362, -0.721168, 33.480870, -0.133789,-0.474609, 1.178223, -30.456543, -2.502441, 55.847168, -0.012990, 0.010478,0.287903,-0.957514,0.030916,-0.012587,-0.584351, 0.548958
-1.026717, -0.920144, 32.082481, -0.114258,-0.388672, 1.092773, -18.676758, -6.103516, 53.588867, -0.006392, 0.010192,0.276240,-0.961013,0.017920,-0.016060,-0.559945, 0.499816
-0.471787, -1.020045, 31.115992, -0.124512,-0.486816, 1.105957, -20.446777, -4.211426, 49.255371, -0.001579, 0.009679,0.268165,-0.963323,0.008234,-0.017803,-0.543076, 0.461963
-0.015175, -1.119432, 30.230971, -0.122070,-0.444824, 1.022949, -16.235352, -7.385254, 45.104980, 0.002420, 0.009465,0.260752,-0.965356,0.000265,-0.019538,-0.527630, 0.426028
0.395721, -1.125046, 29.163081, -0.110352,-0.388184, 1.100586, -8.972168, -0.549316, 39.855957, 0.005814, 0.008632,0.251777,-0.967729,-0.006907,-0.019636,-0.508992, 0.389043
0.659544, -1.148141, 28.503442, -0.150879,-0.372070, 1.060547, -5.310059, -4.577637, 33.386230, 0.008045, 0.008294,0.246222,-0.969145,-0.011511,-0.020039,-0.497479, 0.345283
0.823802, -1.209027, 27.929229, -0.122559,-0.357422, 0.933594, 2.624512, -7.202148, 28.747559, 0.009522, 0.008504,0.241377,-0.970348,-0.014378,-0.021101,-0.487457, 0.268036
0.880406, -1.252675, 27.343882, 0.027832,-0.296875, 0.992188, 7.141113, 1.098633, 17.089844, 0.010048, 0.008806,0.236423,-0.971558,-0.015366,-0.021863,-0.477241, 0.245833
0.965655, -1.195653, 27.144150, -0.020020,-0.315430, 1.042969, 3.662109, -0.427246, 7.263184, 0.010639, 0.008165,0.234733,-0.971967,-0.016854,-0.020868,-0.473755, 0.196317
1.166278, -1.137124, 27.175724, -0.025391,-0.339355, 1.133301, -4.455566, -0.549316, -3.723145, 0.012223, 0.007254,0.235011,-0.971889,-0.020355,-0.019847,-0.474306, 0.196528
1.343229, -1.234977, 27.418693, 0.021484,-0.371582, 1.131836, 2.258301, -7.873535, -12.573242, 0.013941, 0.007691,0.237089,-0.971357,-0.023444,-0.021554,-0.478546, 0.184947
1.452488, -1.313835, 27.637146, -0.073242,-0.358887, 1.001465, 1.586914, -7.019043, -10.437012, 0.015046, 0.008105,0.238954,-0.970880,-0.025351,-0.022931,-0.482359, 0.172573
1.623411, -1.442040, 27.742429, 0.094727,-0.276855, 0.991211, -5.859375, -3.967285, -4.394531, 0.016769, 0.008820,0.239870,-0.970620,-0.028334,-0.025168,-0.484197, 0.144641
1.932243, -1.699296, 27.748902, 0.086914,-0.304688, 1.050781, -7.385254, -9.521484, 0.793457, 0.019923, 0.010351,0.239977,-0.970519,-0.033724,-0.029658,-0.484310, 0.115151
2.106665, -1.893344, 27.682562, 0.099609,-0.300781, 1.076660, -2.258301, -7.629395, 3.173828, 0.021799, 0.011642,0.239455,-0.970593,-0.036768,-0.033045,-0.483152, 0.097030
2.264119, -2.023399, 27.626981, 0.060059,-0.297363, 1.074219, 2.014160, -1.525879, 1.708984, 0.023397, 0.012426,0.239017,-0.970654,-0.039516,-0.035315,-0.482182, 0.076853
2.388359, -2.041696, 27.604587, 0.042480,-0.290039, 1.052734, 0.854492, 0.305176, 0.427246, 0.024485, 0.012327,0.238843,-0.970671,-0.041685,-0.035634,-0.481791, 0.076796
2.628247, -2.081167, 27.601428, 0.035156,-0.336914, 1.021973, -2.441406, -2.014160, -0.061035, 0.026599, 0.012162,0.238848,-0.970616,-0.045872,-0.036323,-0.481736, 0.065232
2.806309, -2.095027, 27.583734, 0.055176,-0.258301, 1.046875, -1.220703, 0.854492, 0.793457, 0.028134, 0.011912,0.238719,-0.970608,-0.048979,-0.036565,-0.481427, 0.056019
2.942052, -2.067846, 27.558454, 0.038574,-0.168945, 1.047852, 2.746582, 2.258301, 1.159668, 0.029225, 0.011406,0.238514,-0.970632,-0.051348,-0.036091,-0.480986, 0.047883
3.096130, -2.004585, 27.536367, 0.019043,-0.097656, 1.027832, 2.258301, 0.366211, 0.244141, 0.030397, 0.010555,0.238330,-0.970651,-0.054038,-0.034987,-0.480600, 0.041597
3.167455, -2.130731, 27.530396, 0.050781,-0.064941, 1.037598, 1.770020, -0.854492, -0.305176, 0.031262, 0.011477,0.238311,-0.970618,-0.055283,-0.037188,-0.480496, 0.035771
3.046444, -2.273462, 27.540916, 0.053223,-0.047363, 1.053711, 2.502441, -1.098633, -0.427246, 0.030533, 0.012935,0.238414,-0.970597,-0.053170,-0.039679,-0.480680, 0.031041
2.793386, -2.240764, 27.546930, 0.020020,-0.008301, 1.053711, 3.479004, 0.122070, 0.671387, 0.028323, 0.013183,0.238430,-0.970657,-0.048754,-0.039109,-0.480785, 0.027059
2.560059, -2.207624, 27.532253, 0.029297,0.014160, 1.032227, 3.906250, -0.793457, 1.342773, 0.026276, 0.013391,0.238274,-0.970750,-0.044681,-0.038530,-0.480528, -0.000000
2.238769, -2.254468, 27.511092, 0.053711,0.026367, 1.031738, 4.089355, -1.220703, 0.854492, 0.023649, 0.014461,0.238062,-0.970854,-0.039074,-0.039348,-0.480159, -0.000000
2.003550, -2.255277, 27.509297, 0.031250,0.042969, 1.033203, 3.723145, -0.061035, 0.427246, 0.021657, 0.014956,0.238017,-0.970904,-0.034969,-0.039362,-0.480128, -0.000000
1.766050, -2.255200, 27.508189, 0.036621,0.043945, 1.034180, 3.295898, -0.976562, 0.366211, 0.019645, 0.015449,0.237976,-0.970950,-0.030823,-0.039361,-0.480108, -0.000000
1.544733, -2.316351, 27.507672, 0.054688,0.018066, 1.049805, 2.746582, -1.098633, 0.305176, 0.017896, 0.016427,0.237945,-0.970975,-0.026961,-0.040428,-0.480099, -0.000000
1.473796, -2.435581, 27.513348, 0.041016,-0.038086, 1.037598, 1.647949, -0.488281, -0.549316, 0.017543, 0.017584,0.237991,-0.970950,-0.025723,-0.042509,-0.480199, -0.000000
1.631828, -2.433728, 27.519957, 0.041992,-0.088379, 1.038574, 0.244141, -0.915527, -0.854492, 0.018879, 0.017239,0.238071,-0.970911,-0.028481,-0.042477,-0.480314, -0.000000
1.800220, -2.442103, 27.528423, 0.040039,-0.113281, 1.041992, -0.183105, -0.976562, -0.854492, 0.020324, 0.016958,0.238169,-0.970863,-0.031420,-0.042623,-0.480462, -0.000000
2.028763, -2.455409, 27.519956, 0.053223,-0.128906, 1.033203, 0.000000, -0.488281, 0.122070, 0.022287, 0.016598,0.238132,-0.970835,-0.035409,-0.042855,-0.480314, -0.000000
2.188249, -2.468684, 27.504234, 0.069824,-0.127930, 1.000977, 0.976562, 0.305176, 0.610352, 0.023663, 0.016382,0.238023,-0.970833,-0.038192,-0.043087,-0.480039, -0.000000
2.369181, -2.455777, 27.487000, 0.035645,-0.119141, 1.053223, -0.183105, 0.732422, 0.427246, 0.025167, 0.015901,0.237901,-0.970833,-0.041350,-0.042861,-0.479739, -0.000000
2.593118, -2.424973, 27.462340, 0.036621,-0.068848, 1.021973, 0.061035, 0.183105, 0.915527, 0.026997, 0.015181,0.237718,-0.970840,-0.045258,-0.042324,-0.479308, -0.000000
2.745137, -2.416727, 27.429092, 0.050781,-0.083008, 1.040039, 0.122070, -2.990723, 1.770020, 0.028264, 0.014803,0.237455,-0.970874,-0.047912,-0.042180,-0.478728, -0.030925
2.831572, -2.385536, 27.333521, 0.039062,-0.060547, 1.052246, 0.427246, -4.699707, 6.408691, 0.028920, 0.014384,0.236651,-0.971058,-0.049420,-0.041635,-0.477060, -0.039602
2.869050, -2.477460, 27.114731, 0.041016,-0.068359, 1.001953, 1.831055, -0.732422, 8.117676, 0.029397, 0.015142,0.234817,-0.971477,-0.050074,-0.043240,-0.473241, -0.036016
2.917147, -2.567467, 26.989329, 0.051758,-0.064941, 0.942383, 3.479004, -2.197266, 5.676270, 0.029971, 0.015840,0.233775,-0.971700,-0.050914,-0.044811,-0.471053, -0.035862
3.371016, -2.665905, 26.860276, 0.024902,-0.415039, 1.202637, -21.667480, -5.615234, 7.873535, 0.034002, 0.015787,0.232762,-0.971811,-0.058835,-0.046529,-0.468800, -0.045392
3.580783, -2.755936, 26.584181, 0.118652,-0.056152, 1.026855, 3.540039, -4.821777, 12.451172, 0.035924, 0.016211,0.230468,-0.972282,-0.062496,-0.048100,-0.463981, -0.060190
3.346984, -2.842965, 26.411047, 0.120605,-0.072754, 0.972168, 5.187988, -1.770020, 7.812500, 0.034087, 0.017471,0.228982,-0.972677,-0.058416,-0.049619,-0.460960, -0.059826
3.455891, -2.949784, 26.317977, 0.065430,-0.141602, 0.998047, 1.464844, 0.854492, 2.624512, 0.035209, 0.018189,0.228231,-0.972800,-0.060317,-0.051483,-0.459335, -0.092701
3.496448, -2.848662, 26.298228, 0.011719,-0.131836, 1.011230, 0.061035, -3.417969, 1.281738, 0.035350, 0.017256,0.228048,-0.972855,-0.061025,-0.049719,-0.458991, -0.087989
3.553218, -2.863668, 26.198975, 0.045898,0.104980, 1.094238, 0.000000, 4.150391, 3.601074, 0.035847, 0.017301,0.227217,-0.973030,-0.062015,-0.049980,-0.457258, -0.078213
3.758386, -3.020623, 26.030964, 0.137695,-0.086914, 1.257812, -3.845215, 1.647949, 9.399414, 0.037871, 0.018283,0.225857,-0.973252,-0.065596,-0.052720,-0.454326, -0.088590
3.858552, -3.073783, 25.853045, 0.027832,-0.231445, 1.075195, -3.723145, -0.183105, 9.399414, 0.038797, 0.018598,0.224374,-0.973553,-0.067344,-0.053648,-0.451221, -0.084977
4.002006, -3.141493, 25.586806, 0.077148,-0.185059, 1.085938, -2.807617, -0.793457, 8.972168, 0.040104, 0.018985,0.222151,-0.974002,-0.069848,-0.054829,-0.446574, -0.086778
3.807896, -3.015227, 25.407605, 0.035156,-0.031738, 0.977051, 8.178711, 0.305176, 10.681152, 0.038182, 0.018348,0.220566,-0.974452,-0.066460,-0.052626,-0.443446, -0.080210
3.561722, -2.970463, 25.217301, 0.052246,0.024414, 1.041016, 6.103516, 1.831055, 10.253906, 0.035972, 0.018500,0.218898,-0.974909,-0.062164,-0.051844,-0.440125, -0.095738
3.347633, -2.954508, 24.990224, 0.035645,0.013184, 1.002441, -1.953125, -2.990723, 9.399414, 0.034083, 0.018841,0.216927,-0.975411,-0.058427,-0.051566,-0.436162, -0.070214
3.159286, -2.891716, 24.801073, 0.059082,-0.004883, 1.073730, 0.305176, 1.586914, 11.047363, 0.032331, 0.018716,0.215274,-0.975839,-0.055140,-0.050470,-0.432860, -0.097876
2.986489, -2.926552, 24.599240, 0.061035,-0.004395, 1.028320, 1.525879, -0.305176, 10.925293, 0.030891, 0.019392,0.213532,-0.976255,-0.052124,-0.051078,-0.429338, -0.104407
3.018731, -2.990497, 24.334159, 0.030273,0.033203, 1.122070, -2.136230, 2.319336, 9.704590, 0.031238, 0.019949,0.211290,-0.976720,-0.052687,-0.052194,-0.424711, -0.110458
2.946534, -3.035115, 24.158505, 0.072266,-0.039551, 1.016113, 2.502441, 0.183105, 8.972168, 0.030673, 0.020510,0.209788,-0.977050,-0.051427,-0.052973,-0.421645, -0.109709
2.760609, -3.059568, 24.013157, 0.099609,0.004395, 1.016113, 2.014160, -2.868652, 7.568359, 0.029105, 0.021096,0.208519,-0.977358,-0.048182,-0.053400,-0.419109, -0.102069
2.680749, -3.094900, 23.844605, 0.067871,-0.155762, 0.993164, -2.746582, 0.671387, 6.958008, 0.028456, 0.021584,0.207071,-0.977674,-0.046788,-0.054016,-0.416167, -0.134941
2.838192, -3.073211, 23.702000, 0.058105,0.076660, 1.234863, -4.028320, 1.159668, 7.751465, 0.029734, 0.021152,0.205880,-0.977897,-0.049536,-0.053638,-0.413678, -0.141583
2.972586, -3.092569, 23.521997, 0.023438,-0.347656, 0.759766, -3.295898, -4.516602, 9.399414, 0.030882, 0.021124,0.204372,-0.978178,-0.051881,-0.053976,-0.410536, -0.130057
3.244599, -3.145156, 23.220348, -0.093262,-0.368164, 0.773438, -7.324219, -3.784180, 10.742188, 0.033242, 0.021176,0.201856,-0.978622,-0.056629,-0.054893,-0.405272, -0.123151
3.431913, -3.150791, 22.941699, 0.041504,-0.042969, 1.033691, 7.873535, -2.441406, 15.197754, 0.034800, 0.020978,0.199512,-0.979053,-0.059898,-0.054992,-0.400408, -0.118937
3.659931, -3.152939, 22.639500, 0.123535,-0.256836, 1.151855, -4.516602, 1.159668, 16.296387, 0.036698, 0.020697,0.196971,-0.979504,-0.063878,-0.055029,-0.395134, -0.117454
3.828479, -3.264449, 22.216085, 0.095703,-0.309082, 1.015625, -5.249023, -2.197266, 17.639160, 0.038249, 0.021502,0.193408,-0.980137,-0.066820,-0.056975,-0.387744, -0.112284
3.994006, -3.350646, 21.863545, 0.073242,-0.335449, 0.881836, -6.896973, -3.723145, 18.188477, 0.039741, 0.022082,0.190444,-0.980645,-0.069709,-0.058480,-0.381591, -0.109375
4.212602, -3.398464, 21.455911, 0.265137,0.104980, 1.299805, -1.586914, 0.793457, 20.874023, 0.041611, 0.022276,0.187009,-0.981224,-0.073524,-0.059314,-0.374476, -0.121673
4.402842, -3.424932, 20.903816, 0.178223,-0.131348, 1.200684, 2.990723, 7.324219, 22.827148, 0.043176, 0.022401,0.182324,-0.982035,-0.076844,-0.059776,-0.364840, -0.118684
4.394933, -3.403614, 20.474875, 0.012207,-0.344727, 0.866211, 0.122070, -1.403809, 22.888184, 0.042991, 0.022392,0.178639,-0.982720,-0.076706,-0.059404,-0.357354, -0.115213
4.356941, -3.414007, 20.047116, 0.054199,-0.020508, 1.023438, -0.183105, -2.014160, 21.545410, 0.042597, 0.022699,0.174965,-0.983391,-0.076043,-0.059586,-0.349888, -0.112906
4.528642, -3.444003, 19.458943, 0.122070,0.058594, 1.086914, 5.187988, 3.662109, 21.057129, 0.043998, 0.022921,0.169958,-0.984202,-0.079040,-0.060109,-0.339623, -0.121682
4.891162, -3.479987, 18.957950, 0.046387,-0.831543, 1.064453, -16.540527, -9.033203, 30.456543, 0.047064, 0.022898,0.165738,-0.984780,-0.085367,-0.060737,-0.330879, -0.141157
4.809129, -3.410033, 18.566208, -0.362793,-0.122559, 0.965820, -3.967285, -5.187988, 19.714355, 0.046183, 0.022573,0.162331,-0.985396,-0.083935,-0.059516,-0.324041, -0.137677
4.735417, -3.436048, 17.859348, 0.078125,0.196777, 1.074707, 3.234863, 3.112793, 25.451660, 0.045443, 0.023182,0.156243,-0.986400,-0.082649,-0.059970,-0.311704, -0.132609
4.766505, -3.494745, 17.314786, 0.180176,-0.050293, 1.058594, 11.230469, -4.089355, 29.724121, 0.045677, 0.023863,0.151579,-0.987101,-0.083191,-0.060995,-0.302200, -0.135282
4.796822, -3.508089, 16.784562, 0.027344,-0.199707, 0.905273, -4.760742, -3.662109, 28.320312, 0.045844, 0.024150,0.147021,-0.987775,-0.083720,-0.061228,-0.292946, -0.129645
4.879735, -3.513933, 16.069687, 0.061035,-0.131348, 0.964844, -8.117676, -1.281738, 27.587891, 0.046415, 0.024384,0.140875,-0.988638,-0.085167,-0.061330,-0.280469, -0.128725
4.871782, -3.456387, 15.558102, 0.018066,0.135254, 1.109863, 0.366211, 3.967285, 26.733398, 0.046170, 0.024103,0.136439,-0.989278,-0.085029,-0.060325,-0.271540, -0.127856
5.041693, -3.390613, 14.980283, 0.159180,-0.301270, 1.018066, 3.906250, 0.976562, 31.250000, 0.047441, 0.023573,0.131463,-0.989905,-0.087994,-0.059177,-0.261455, -0.129786
5.049012, -3.287821, 14.429164, -0.019043,-0.209473, 0.888184, -7.324219, -3.601074, 30.334473, 0.047279, 0.022904,0.126666,-0.990553,-0.088122,-0.057383,-0.251836, -0.123953
5.020119, -3.146224, 13.645614, 0.020508,-0.072266, 0.999023, -5.798340, 3.295898, 30.395508, 0.046726, 0.022031,0.119834,-0.991449,-0.087618,-0.054912,-0.238161, -0.117573
4.994767, -3.037735, 13.062717, 0.134766,0.063477, 1.157227, 2.807617, 4.516602, 31.616211, 0.046288, 0.021354,0.114746,-0.992086,-0.087175,-0.053018,-0.227987, -0.115854
5.138707, -2.985747, 12.454572, 0.070312,-0.225586, 1.005859, -0.671387, -1.220703, 32.714844, 0.047372, 0.021012,0.109488,-0.992636,-0.089687,-0.052111,-0.217373, -0.112659
5.087691, -2.986366, 11.627751, 0.040527,-0.202148, 1.001465, -1.220703, -5.187988, 33.203125, 0.046778, 0.021404,0.102314,-0.993421,-0.088797,-0.052122,-0.202943, -0.105005
5.003931, -2.944180, 10.987487, 0.010742,-0.111328, 1.024414, -1.220703, -5.737305, 34.240723, 0.045896, 0.021370,0.096731,-0.994022,-0.087335,-0.051386,-0.191768, -0.099962
5.052457, -3.045302, 10.328267, 0.072266,-0.048828, 1.099121, 2.136230, -2.258301, 34.912109, 0.046272, 0.022473,0.091056,-0.994516,-0.088182,-0.053151,-0.180262, -0.096163
5.045903, -3.204579, 9.450575, 0.131348,-0.045898, 0.992676, 2.990723, -4.882812, 34.851074, 0.046154, 0.024215,0.083493,-0.995144,-0.088068,-0.055930,-0.164944, -0.088222
5.013139, -3.353974, 8.787086, 0.128906,-0.087891, 0.973145, 1.159668, -4.028320, 35.034180, 0.045826, 0.025802,0.077777,-0.995583,-0.087496,-0.058538,-0.153364, -0.082079
4.939484, -3.479000, 8.122487, 0.118652,-0.046387, 0.969238, 4.577637, -4.943848, 35.034180, 0.045112, 0.027201,0.072029,-0.996010,-0.086210,-0.060720,-0.141764, -0.076277
4.920555, -3.705014, 7.265422, 0.122559,-0.080078, 1.136719, 0.488281, -4.150391, 33.569336, 0.044864, 0.029514,0.064654,-0.996462,-0.085880,-0.064665,-0.126806, -0.068746
4.879338, -3.836076, 6.640415, 0.110840,-0.074219, 1.101074, 1.647949, -0.122070, 32.836914, 0.044409, 0.030919,0.059254,-0.996775,-0.085161,-0.066952,-0.115897, -0.066040
5.081315, -3.844331, 5.997745, 0.091797,-0.199707, 1.084961, 0.366211, -3.417969, 33.813477, 0.045996, 0.031145,0.053720,-0.997010,-0.088686,-0.067096,-0.104680, -0.059673
5.197134, -3.867475, 5.113594, 0.126465,-0.261719, 1.020508, 1.159668, -1.770020, 35.461426, 0.046771, 0.031654,0.046067,-0.997341,-0.090707,-0.067500,-0.089249, -0.050279
5.216257, -3.820639, 4.471287, 0.026367,-0.191406, 1.000000, -6.774902, 0.488281, 33.996582, 0.046744, 0.031501,0.040463,-0.997590,-0.091041,-0.066683,-0.078039, -0.043178
5.267469, -3.823436, 3.811048, 0.132324,0.032715, 1.110352, 4.394531, 2.441406, 34.057617, 0.047008, 0.031779,0.034730,-0.997785,-0.091935,-0.066732,-0.066515, -0.037866
5.445302, -3.821838, 2.924869, 0.110352,-0.041992, 1.033203, 4.699707, 1.159668, 34.667969, 0.048310, 0.032086,0.027062,-0.997950,-0.095038,-0.066704,-0.051049, -0.029070
5.533856, -3.822764, 2.269171, 0.152832,-0.160156, 1.124512, 3.295898, -2.929688, 34.729004, 0.048897, 0.032353,0.021377,-0.998051,-0.096584,-0.066720,-0.039605, -0.022538
5.322445, -3.801067, 1.647612, 0.134766,-0.041016, 1.055176, 2.319336, -4.028320, 33.508301, 0.046876, 0.032458,0.015894,-0.998247,-0.092894,-0.066341,-0.028756, -0.015723
5.349454, -3.932536, 1.029314, 0.128418,-0.099609, 1.015625, 2.990723, -1.037598, 32.043457, 0.046944, 0.033853,0.010568,-0.998268,-0.093366,-0.068636,-0.017965, -0.010205
5.286647, -3.979926, 0.234720, 0.058105,-0.178711, 0.907715, 1.708984, -4.699707, 31.005859, 0.046161, 0.034593,0.003646,-0.998328,-0.092269,-0.069463,-0.004097, -0.002301
5.148361, -3.965739, -0.346024, 0.077637,-0.071289, 1.024902, 0.244141, -2.441406, 31.433105, 0.044781, 0.034701,-0.001461,-0.998393,-0.089856,-0.069215,0.006039, 0.003387
5.137910, -3.924803, -0.942613, 0.131348,-0.060059, 1.078125, 2.319336, -6.103516, 31.677246, 0.044512, 0.034577,-0.006678,-0.998388,-0.089673,-0.068501,0.016452, 0.009303
5.297107, -4.007111, -1.751657, 0.140625,0.111816, 1.151367, 2.197266, 1.831055, 29.357910, 0.045642, 0.035626,-0.013644,-0.998229,-0.092452,-0.069937,0.030572, 0.017884
5.404769, -3.955227, -2.334243, 0.104980,-0.202148, 1.002930, -0.976562, -0.549316, 31.555176, 0.046408, 0.035423,-0.018707,-0.998119,-0.094331,-0.069032,0.040740, 0.023165
5.425473, -3.878829, -2.940544, 0.006836,-0.086914, 0.933105, -2.685547, -1.892090, 31.616211, 0.046418, 0.035007,-0.024014,-0.998020,-0.094692,-0.067698,0.051322, 0.029177
5.456775, -3.865683, -3.753072, 0.110352,0.032227, 1.072754, 1.037598, 1.892090, 31.494141, 0.046446, 0.035230,-0.031086,-0.997815,-0.095239,-0.067469,0.065503, 0.037367
5.500683, -3.769323, -4.358526, 0.110352,0.027344, 1.121582, 6.164551, 3.295898, 32.287598, 0.046674, 0.034650,-0.036385,-0.997646,-0.096005,-0.065787,0.076071, 0.041134
5.356047, -3.761791, -4.944957, 0.096680,-0.045410, 1.092773, -0.610352, -5.126953, 31.494141, 0.045240, 0.034770,-0.041537,-0.997506,-0.093481,-0.065656,0.086306, 0.046656
5.175152, -3.726545, -5.726060, 0.049316,-0.073242, 1.038574, -1.525879, -2.258301, 30.944824, 0.043444, 0.034695,-0.048405,-0.997279,-0.090323,-0.065040,0.099939, 0.054979
5.004388, -3.689118, -6.306557, 0.088867,0.010742, 1.102051, 0.915527, -2.441406, 31.616211, 0.041800, 0.034509,-0.053523,-0.997094,-0.087343,-0.064387,0.110070, 0.059687
4.871956, -3.754818, -6.898819, 0.117188,-0.028320, 1.055176, 0.305176, -4.333496, 31.616211, 0.040434, 0.035228,-0.058691,-0.996835,-0.085032,-0.065534,0.120407, 0.065266
4.857877, -3.833999, -7.671972, 0.148926,-0.164551, 0.971191, -1.831055, -3.906250, 30.090332, 0.040026, 0.036180,-0.065389,-0.996400,-0.084786,-0.066916,0.133901, 0.072881
5.189525, -3.862260, -8.279643, 0.102051,-0.428711, 1.128418, -3.723145, -0.610352, 32.409668, 0.042698, 0.036842,-0.070554,-0.995912,-0.090574,-0.067409,0.144507, 0.088383
