roll,pitch,yaw,ax,ay,az,wx,wy,wz,x_q,y_q,z_q,w_q,roll_xi,pitch_yi,yaw_zi,velocity_y
6.086858, -2.294620, 63.819963, 0.036133,-0.344238, 0.984863, -2.319336, 0.915527, -35.705566, 0.055629, -0.011085,0.528637,-0.846951,-0.106236,-0.040049,-1.113868, -0.530707
6.257364, -2.260746, 64.810921, -0.023926,-0.233887, 1.050781, -0.244141, 3.173828, -39.550781, 0.056627, -0.012613,0.535913,-0.842277,-0.109212,-0.039457,-1.131164, -0.535140
6.290291, -2.225657, 65.558977, -0.058594,-0.297852, 0.976074, 2.075195, 1.892090, -39.733887, 0.056619, -0.013395,0.541386,-0.838759,-0.109786,-0.038845,-1.144220, -0.557480
6.236101, -2.169850, 66.300086, -0.052734,-0.163086, 0.968750, 4.943848, 3.601074, -39.428711, 0.055871, -0.013910,0.546788,-0.835289,-0.108840,-0.037871,-1.157155, -0.599770
6.213967, -2.070157, 67.082553, 0.035645,-0.092773, 1.006348, 4.577637, 8.300781, -41.564941, 0.055135, -0.014908,0.552451,-0.831586,-0.108454,-0.036131,-1.170811, -0.623706
6.223618, -1.915939, 68.177903, -0.033203,-0.112305, 1.121094, 1.586914, 1.770020, -41.992188, 0.054307, -0.016595,0.560326,-0.826323,-0.108623,-0.033439,-1.189929, -0.628633
6.241449, -1.883527, 68.954530, 0.017578,-0.085449, 1.094727, -2.746582, 0.671387, -39.916992, 0.054162, -0.017284,0.565901,-0.822511,-0.108934,-0.032874,-1.203484, -0.652219
6.499371, -1.867010, 69.944921, -0.005859,-0.197266, 1.098633, -6.958008, 7.690430, -38.757324, 0.055768, -0.019159,0.572942,-0.817472,-0.113435,-0.032585,-1.220769, -0.687991
6.460840, -1.814016, 70.657549, -0.004883,-0.296387, 0.928223, 3.112793, 1.159668, -37.475586, 0.055108, -0.019688,0.578004,-0.813933,-0.112763,-0.031661,-1.233207, -0.704478
6.256853, -1.689040, 71.386829, -0.079102,-0.129883, 1.036621, 5.371094, 1.586914, -37.719727, 0.052904, -0.019885,0.583168,-0.810383,-0.109203,-0.029479,-1.245935, -0.717730
6.139100, -1.642958, 72.114934, -0.033691,-0.001465, 1.121582, 3.295898, 2.807617, -38.330078, 0.051712, -0.019941,0.588312,-0.806732,-0.107148,-0.028675,-1.258643, -0.740265
6.071490, -1.555093, 73.122612, -0.040527,-0.008301, 1.056641, 2.502441, 1.220703, -40.771484, 0.050606, -0.020659,0.595369,-0.801591,-0.105967,-0.027141,-1.276230, -0.766435
6.184622, -1.439577, 73.917987, -0.010742,-0.137695, 0.960449, -3.723145, 4.089355, -42.053223, 0.050644, -0.022408,0.600862,-0.797432,-0.107942,-0.025125,-1.290112, -0.782580
6.169966, -1.298156, 74.702038, -0.005371,-0.116699, 1.055664, -2.380371, 1.464844, -41.076660, 0.049641, -0.023656,0.606263,-0.793361,-0.107686,-0.022657,-1.303797, -0.801108
6.240787, -1.344232, 75.746176, 0.084473,-0.164062, 1.095215, -3.967285, -3.601074, -41.137695, 0.050157, -0.024170,0.613466,-0.787756,-0.108922,-0.023461,-1.322020, -0.804968
6.318633, -1.393022, 76.541040, 0.091309,-0.113770, 0.991699, 0.366211, 1.281738, -42.358398, 0.050783, -0.024604,0.618914,-0.783429,-0.110281,-0.024313,-1.335893, -0.817928
6.415483, -1.332110, 77.369692, -0.033203,-0.114258, 0.983398, -2.502441, 7.873535, -43.701172, 0.050931, -0.025913,0.624523,-0.778914,-0.111971,-0.023250,-1.350356, -0.832729
6.368829, -1.205224, 78.498688, -0.086914,-0.068848, 1.139160, 0.061035, 0.976562, -43.884277, 0.049659, -0.027012,0.632137,-0.772792,-0.111157,-0.021035,-1.370061, -0.846295
6.147012, -1.349328, 79.315107, 0.065430,-0.060059, 1.055176, 4.455566, -2.197266, -44.311523, 0.048779, -0.025164,0.637721,-0.768309,-0.107286,-0.023550,-1.384310, -0.852098
6.036991, -1.393674, 80.180704, 0.031738,0.015625, 1.084473, 4.699707, 5.737305, -46.325684, 0.048103, -0.024618,0.643544,-0.763499,-0.105365,-0.024324,-1.399417, -0.863158
6.014399, -1.206736, 81.076196, -0.107910,-0.121582, 1.094238, -1.708984, 6.286621, -46.630859, 0.046702, -0.026104,0.649442,-0.758526,-0.104971,-0.021062,-1.415047, -0.867920
5.968029, -0.977028, 82.252082, -0.091797,-0.134766, 0.928223, -1.647949, 8.850098, -44.555664, 0.044812, -0.027824,0.657136,-0.751924,-0.104162,-0.017052,-1.435570, -0.870534
5.818525, -0.830939, 83.071957, -0.097656,-0.142578, 1.044922, 3.417969, 2.929688, -42.236328, 0.042793, -0.028233,0.662494,-0.747311,-0.101552,-0.014503,-1.449879, -0.873297
5.745300, -0.879576, 83.853099, -0.027832,0.015137, 1.004883, 2.624512, -0.427246, -40.954590, 0.042408, -0.027782,0.667604,-0.742788,-0.100274,-0.015352,-1.463513, -0.870723
5.643691, -0.940988, 84.878938, -0.038574,-0.174316, 1.084961, -3.112793, 4.333496, -40.039062, 0.041865, -0.027167,0.674268,-0.736798,-0.098501,-0.016423,-1.481417, -0.872262
5.491542, -1.029430, 85.609202, 0.054199,-0.075195, 1.017578, 0.976562, -0.610352, -38.208008, 0.041242, -0.025966,0.679008,-0.732511,-0.095845,-0.017967,-1.494162, -0.865518
5.379851, -0.933028, 86.308729, 0.000488,0.006836, 1.074707, 8.117676, 3.662109, -35.339355, 0.039798, -0.026165,0.683469,-0.728424,-0.093896,-0.016284,-1.506372, -0.873476
5.089328, -0.812641, 87.168602, -0.054688,-0.002441, 1.130371, 8.300781, 6.347656, -31.494141, 0.037044, -0.025476,0.688952,-0.723411,-0.088826,-0.014183,-1.521379, -0.877482
4.838616, -0.721152, 87.753096, -0.095703,-0.036133, 0.940430, 6.347656, 0.671387, -31.127930, 0.034785, -0.024725,0.692667,-0.719994,-0.084450,-0.012586,-1.531580, -0.875084
4.610233, -0.723869, 88.315377, -0.034180,0.009766, 0.929688, 3.601074, -2.319336, -29.724121, 0.033252, -0.023491,0.696240,-0.716653,-0.080464,-0.012634,-1.541394, -0.841128
4.355307, -0.690456, 89.054540, -0.070312,0.028320, 1.002441, 2.319336, 2.258301, -28.808594, 0.031311, -0.022353,0.700893,-0.712229,-0.076014,-0.012051,-1.554295, -0.791034
4.087788, -0.785784, 89.538610, 0.010742,0.081055, 1.031738, 5.493164, -6.591797, -23.254395, 0.030146, -0.020252,0.703963,-0.709308,-0.071345,-0.013715,-1.562743, -0.684826
3.782727, -1.013835, 89.901122, 0.062500,0.251953, 1.109375, 10.864258, -13.366699, -18.188477, 0.029604, -0.017059,0.706290,-0.707097,-0.066021,-0.017695,-1.569071, -0.684847
3.190319, -1.376679, 90.193392, 0.120605,0.264160, 1.042480, 16.540527, -8.911133, -8.850098, 0.028155, -0.011238,0.708210,-0.705351,-0.055682,-0.024028,-1.574172, -0.575055
2.799609, -1.495664, 90.251634, 0.087891,0.268066, 0.966309, 8.728027, -2.929688, -0.366211, 0.026481, -0.008104,0.708611,-0.705056,-0.048862,-0.026104,-1.575188, -0.453142
2.503139, -1.563660, 90.211226, 0.106445,0.248047, 1.032227, 6.286621, 0.427246, 2.990723, 0.025079, -0.005843,0.708384,-0.705357,-0.043688,-0.027291,-1.574483, -0.453144
2.165394, -1.507233, 90.130739, 0.077148,0.223633, 1.068359, 5.920410, 4.211426, 3.112793, 0.022654, -0.004087,0.707901,-0.705937,-0.037793,-0.026306,-1.573078, -0.385547
1.969315, -1.471139, 90.102250, 0.023438,0.216309, 1.085938, 4.150391, 2.929688, 1.586914, 0.021224, -0.003093,0.707731,-0.706157,-0.034371,-0.025676,-1.572581, -0.358974
1.763549, -1.442248, 90.073010, 0.061523,0.194824, 1.084473, 2.929688, 0.183105, 2.319336, 0.019778, -0.001995,0.707554,-0.706379,-0.030780,-0.025172,-1.572071, -0.296969
1.517507, -1.465660, 90.023239, 0.036133,0.156738, 1.077637, 0.244141, -1.708984, 2.380371, 0.018406, -0.000324,0.707250,-0.706724,-0.026485,-0.025581,-1.571202, -0.273427
1.348349, -1.504874, 89.986991, 0.042480,0.138184, 1.074219, -0.427246, -2.441406, 1.892090, 0.017604, 0.000968,0.707026,-0.706968,-0.023533,-0.026265,-1.570569, -0.222378
1.213132, -1.550653, 89.954322, 0.031250,0.110352, 1.033203, -0.854492, 0.549316, 1.647949, 0.017052, 0.002090,0.706822,-0.707183,-0.021173,-0.027064,-1.569999, -0.194172
1.059718, -1.653684, 89.932985, 0.088379,0.074707, 1.022949, 0.854492, -1.159668, 1.098633, 0.016740, 0.003675,0.706684,-0.707322,-0.018496,-0.028862,-1.569627, -0.171095
0.802907, -1.696532, 89.916490, 0.047852,0.094727, 1.075195, 1.464844, -1.586914, 0.915527, 0.015418, 0.005525,0.706570,-0.707454,-0.014013,-0.029610,-1.569339, -0.125874
0.642049, -1.798043, 89.896778, 0.069336,0.050781, 1.029297, -0.488281, -1.892090, 1.403809, 0.015049, 0.007147,0.706434,-0.707583,-0.011206,-0.031382,-1.568995, -0.116550
0.485827, -1.840879, 89.872988, 0.049316,0.024414, 1.049805, 0.732422, 0.305176, 1.525879, 0.014347, 0.008377,0.706273,-0.707744,-0.008479,-0.032129,-1.568580, -0.086480
0.250024, -1.921061, 89.843318, 0.042969,0.047363, 0.987305, 0.427246, -0.854492, 1.281738, 0.013382, 0.010329,0.706064,-0.707946,-0.004364,-0.033529,-1.568062, -0.066900
0.128413, -2.016040, 89.831317, 0.046875,0.009277, 1.047852, -0.549316, -0.183105, 0.671387, 0.013215, 0.011667,0.705969,-0.708023,-0.002241,-0.035187,-1.567852, -0.061072
0.046558, -2.105260, 89.821653, 0.067871,-0.014160, 1.041504, -1.281738, -0.427246, 0.732422, 0.013258, 0.012724,0.705891,-0.708082,-0.000813,-0.036744,-1.567684, -0.000000
0.018360, -2.189641, 89.797125, 0.061523,0.162598, 1.062988, -1.098633, 1.220703, 0.976562, 0.013600, 0.013422,0.705727,-0.708226,-0.000320,-0.038216,-1.567255, -0.000000
-0.008764, -2.234142, 89.784681, 0.068359,0.213867, 1.157227, -0.610352, 0.183105, 0.488281, 0.013705, 0.013865,0.705642,-0.708301,0.000153,-0.038993,-1.567038, -0.000000
-0.126183, -2.311341, 89.786764, 0.049805,-0.078125, 0.929688, -0.488281, 0.915527, -0.244141, 0.013455, 0.015065,0.705630,-0.708293,0.002202,-0.040341,-1.567075, -0.000000
-0.159360, -2.335520, 89.787058, 0.075195,0.096191, 1.157715, -0.915527, 0.366211, 0.488281, 0.013399, 0.015419,0.705624,-0.708292,0.002781,-0.040763,-1.567080, -0.000000
-0.215100, -2.418507, 89.784223, 0.077148,0.041016, 1.023438, 1.770020, 0.061035, 0.427246, 0.013565, 0.016275,0.705588,-0.708306,0.003754,-0.042211,-1.567030, -0.000000
-0.438131, -2.431287, 89.789093, 0.121582,0.354492, 1.091797, 4.577637, 2.197266, -0.183105, 0.012266, 0.017727,0.705583,-0.708300,0.007647,-0.042434,-1.567115, -0.000000
-0.333970, -2.370800, 89.803389, 0.013672,0.063477, 1.208008, -6.042480, 4.699707, -1.342773, 0.012539, 0.016710,0.705696,-0.708207,0.005829,-0.041378,-1.567365, 0.068065
-0.081759, -2.406655, 89.803143, 0.021973,-0.037598, 1.121094, -5.004883, 1.037598, -0.671387, 0.014319, 0.015379,0.705725,-0.708175,0.001427,-0.042004,-1.567361, 0.070396
0.079941, -2.416990, 89.800035, 0.040039,-0.037598, 0.986816, -0.427246, 1.098633, -0.183105, 0.015381, 0.014447,0.705725,-0.708172,-0.001395,-0.042184,-1.567306, 0.072494
0.316562, -2.457666, 89.794489, 0.058105,-0.093262, 1.076660, -1.831055, -0.427246, -0.305176, 0.017093, 0.013242,0.705714,-0.708166,-0.005525,-0.042894,-1.567210, 0.076923
0.080100, -2.484621, 89.778629, 0.103027,0.375000, 1.804199, 17.333984, 0.610352, 2.746582, 0.015796, 0.014867,0.705584,-0.708294,-0.001398,-0.043365,-1.566933, 0.216549
-0.625796, -2.483973, 89.777584, -0.130859,0.391113, 0.637207, 26.611328, 0.366211, -0.183105, 0.011428, 0.019209,0.705473,-0.708384,0.010922,-0.043354,-1.566914, 0.353377
-1.006995, -2.290251, 89.712602, 0.373047,0.000977, 1.073730, -7.812500, 10.070801, 4.211426, 0.007867, 0.020363,0.705039,-0.708833,0.017575,-0.039972,-1.565780, 0.353376
-1.209321, -2.238657, 89.691811, 0.090820,0.281738, 0.543457, 3.051758, -6.896973, 2.258301, 0.006294, 0.021290,0.704883,-0.708977,0.021107,-0.039072,-1.565417, 0.399295
-1.520703, -2.123423, 89.673752, 0.153809,0.461426, 1.278320, 27.709961, 15.808105, 0.488281, 0.003655, 0.022493,0.704733,-0.709106,0.026541,-0.037061,-1.565102, 0.451974
-1.810034, -2.071419, 89.664954, 0.078125,0.333496, 0.960938, 2.197266, 3.356934, 2.014160, 0.001543, 0.023951,0.704631,-0.709168,0.031591,-0.036153,-1.564949, 0.478080
-1.964511, -2.019470, 89.658759, 0.089355,0.598633, 1.449219, -6.347656, 4.150391, -1.708984, 0.000266, 0.024580,0.704571,-0.709208,0.034287,-0.035246,-1.564841, 0.498826
-2.163124, -2.111886, 89.679407, 0.317383,0.394043, 1.376465, 2.258301, 10.803223, -2.197266, -0.000390, 0.026373,0.704634,-0.709081,0.037754,-0.036859,-1.565201, 0.519805
-2.281202, -2.088664, 89.731077, -0.075684,0.015137, 0.823730, 1.403809, -10.131836, -0.183105, -0.001251, 0.026956,0.704931,-0.708762,0.039814,-0.036454,-1.566103, 0.546614
-2.314348, -2.099354, 89.784899, 0.177734,-0.074219, 1.039551, -10.314941, -1.647949, -0.122070, -0.001378, 0.027226,0.705254,-0.708431,0.040393,-0.036641,-1.567042, 0.578784
-2.215422, -2.080277, 89.799133, 0.067871,-0.333496, 0.834473, -9.582520, -2.136230, -0.061035, -0.000880, 0.026500,0.705369,-0.708344,0.038666,-0.036308,-1.567290, 0.602094
-2.005786, -2.087102, 89.831966, 0.001953,0.414062, 1.488281, -0.671387, -3.112793, -1.770020, 0.000465, 0.025251,0.705618,-0.708142,0.035008,-0.036427,-1.567864, 0.626105
-1.898774, -2.238801, 89.839206, 0.292480,-0.012207, 1.211426, -1.281738, 8.300781, -1.037598, 0.002062, 0.025529,0.705653,-0.708094,0.033140,-0.039074,-1.567990, 0.626105
-1.950340, -2.231116, 89.867394, -0.042480,-0.338867, 0.653809, -2.380371, -7.751465, -0.610352, 0.001703, 0.025799,0.705817,-0.707922,0.034040,-0.038940,-1.568482, 0.710954
-1.849784, -2.148306, 89.902276, 0.114746,0.603516, 1.305664, -2.685547, 8.361816, -0.976562, 0.001821, 0.024667,0.706073,-0.707707,0.032285,-0.037495,-1.569091, 0.755011
-1.499842, -2.119700, 89.939282, -0.133301,-0.045410, 1.132324, -14.282227, 11.108398, -4.028320, 0.003813, 0.022333,0.706379,-0.707471,0.026177,-0.036996,-1.569737, 0.703729
-0.985912, -2.142724, 89.964165, 0.153320,-0.321289, 1.248535, -28.015137, -3.051758, -2.258301, 0.007132, 0.019306,0.706622,-0.707292,0.017207,-0.037398,-1.570171, 0.846620
-1.039257, -2.249296, 90.012399, 0.147461,0.400879, 1.334961, 9.216309, -6.164551, -1.770020, 0.007469, 0.020289,0.706892,-0.706991,0.018138,-0.039258,-1.571013, 0.846620
-1.179200, -2.292846, 90.098193, -0.153320,0.007812, 0.903320, -0.183105, 1.159668, -5.432129, 0.006890, 0.021416,0.707388,-0.706468,0.020581,-0.040018,-1.572510, 0.871327
-1.168849, -2.358980, 90.123376, 0.042969,0.361816, 1.059082, -0.061035, -8.361816, -0.488281, 0.007367, 0.021758,0.707533,-0.706307,0.020400,-0.041172,-1.572950, 0.871327
-0.978654, -2.476022, 90.135404, 0.291992,-0.166992, 0.971680, -11.047363, 0.793457, -1.220703, 0.009265, 0.021304,0.707620,-0.706211,0.017081,-0.043215,-1.573160, 0.817014
-0.873117, -2.511937, 90.154283, 0.110840,0.009766, 1.005371, -3.295898, 2.929688, 0.915527, 0.010140, 0.020871,0.707750,-0.706082,0.015239,-0.043842,-1.573489, 0.884146
-0.753753, -2.343193, 90.153409, -0.022461,0.020508, 1.055176, -4.760742, 6.835938, -1.342773, 0.009833, 0.019095,0.707794,-0.706092,0.013155,-0.040896,-1.573474, 0.887643
-0.689944, -2.437031, 90.138580, 0.121094,-0.008789, 1.074707, 0.732422, 1.098633, 1.159668, 0.010804, 0.019280,0.707698,-0.706169,0.012042,-0.042534,-1.573215, 0.887643
-0.464235, -2.304106, 90.120234, 0.025391,-0.126465, 1.061523, -4.455566, 6.652832, 0.976562, 0.011371, 0.017069,0.707642,-0.706274,0.008102,-0.040214,-1.572895, 0.866665
-0.246231, -2.360716, 90.115023, 0.068848,-0.085449, 1.134766, 0.549316, -4.882812, -0.427246, 0.013063, 0.016072,0.707633,-0.706277,0.004298,-0.041202,-1.572804, 0.867364
-0.126960, -2.398551, 90.140267, 0.048828,-0.088379, 0.918945, 2.319336, -1.586914, -1.953125, 0.014035, 0.015566,0.707800,-0.706102,0.002216,-0.041863,-1.573244, 0.840790
0.093823, -2.469105, 90.193003, 0.055176,-0.053223, 0.935547, -1.281738, 2.136230, -2.929688, 0.015838, 0.014629,0.708145,-0.705738,-0.001638,-0.043094,-1.574165, 0.824005
0.338780, -2.443603, 90.238574, 0.047363,-0.110352, 1.063965, -2.624512, 3.723145, -3.051758, 0.017194, 0.012952,0.708458,-0.705425,-0.005913,-0.042649,-1.574960, 0.824002
0.554444, -2.553887, 90.319211, 0.059082,-0.072266, 1.164062, -2.807617, -7.446289, -5.432129, 0.019212, 0.012284,0.708965,-0.704874,-0.009677,-0.044574,-1.576368, 0.818169
0.696695, -2.651572, 90.396044, 0.081543,-0.135254, 1.071289, 2.136230, -0.854492, -3.723145, 0.020700, 0.011991,0.709442,-0.704357,-0.012160,-0.046279,-1.577709, 0.793454
0.873242, -2.648269, 90.436547, 0.085449,-0.100098, 0.981934, -1.770020, 0.000000, -0.671387, 0.021768, 0.010870,0.709709,-0.704074,-0.015241,-0.046221,-1.578416, 0.806270
1.081222, -2.729082, 90.445706, 0.075684,-0.104980, 1.078613, -4.394531, -2.990723, -1.220703, 0.023547, 0.010077,0.709777,-0.703961,-0.018871,-0.047631,-1.578575, 0.806269
1.278505, -2.704703, 90.456648, 0.080566,-0.164062, 1.036621, -1.281738, 5.737305, -1.037598, 0.024609, 0.008702,0.709863,-0.703857,-0.022314,-0.047206,-1.578766, 0.798343
1.479339, -2.618759, 90.486414, 0.024902,-0.120117, 1.068359, 0.549316, -0.793457, -1.892090, 0.025312, 0.006923,0.710065,-0.703647,-0.025819,-0.045706,-1.579286, 0.802302
1.650259, -2.641859, 90.512601, 0.024902,-0.162598, 1.049805, 2.380371, -2.502441, -1.708984, 0.026506, 0.006000,0.710234,-0.703441,-0.028802,-0.046109,-1.579743, 0.792975
1.757095, -2.665132, 90.534608, 0.019043,-0.148926, 0.976074, 4.577637, 1.953125, -1.708984, 0.027307, 0.005476,0.710373,-0.703274,-0.030667,-0.046515,-1.580127, 0.782950
1.876042, -2.731269, 90.574367, 0.029785,-0.125488, 0.985840, 3.173828, -4.455566, -2.441406, 0.028449, 0.005135,0.710620,-0.702982,-0.032743,-0.047670,-1.580821, 0.775952
2.053424, -2.792861, 90.605895, 0.029297,-0.076660, 1.076660, -5.310059, -4.333496, -2.258301, 0.029920, 0.004405,0.710818,-0.702726,-0.035839,-0.048745,-1.581371, 0.769421
2.264556, -2.879827, 90.620580, 0.054688,-0.112305, 1.050781, 0.549316, -0.976562, -1.220703, 0.031754, 0.003625,0.710912,-0.702555,-0.039524,-0.050262,-1.581628, 0.759396
2.484260, -3.000678, 90.644752, 0.082520,-0.126465, 1.100098, 0.732422, -0.976562, -1.342773, 0.033850, 0.002996,0.711062,-0.702307,-0.043359,-0.052372,-1.582049, 0.751001
2.605805, -3.002126, 90.654512, 0.062988,-0.133789, 0.998535, 3.173828, 5.859375, -0.244141, 0.034604, 0.002248,0.711125,-0.702210,-0.045480,-0.052397,-1.582220, 0.748436
2.706841, -2.950340, 90.637710, 0.102051,-0.141602, 1.037109, -0.610352, 4.394531, 0.732422, 0.034902, 0.001308,0.711025,-0.702299,-0.047243,-0.051493,-1.581926, 0.731656
2.921960, -2.905111, 90.617697, 0.045898,-0.129883, 1.028809, -1.586914, 4.821777, 0.366211, 0.035940, -0.000298,0.710903,-0.702371,-0.050998,-0.050704,-1.581577, 0.710215
3.117462, -2.785680, 90.599755, 0.052734,-0.130371, 0.999023, 2.807617, 9.094238, 1.281738, 0.036399, -0.002238,0.710790,-0.702458,-0.054410,-0.048619,-1.581264, 0.710217
3.271106, -2.734203, 90.597214, 0.020508,-0.122559, 1.048828, 0.183105, -4.943848, -0.976562, 0.037022, -0.003506,0.710770,-0.702441,-0.057092,-0.047721,-1.581220, 0.699263
3.455490, -2.807722, 90.625224, 0.082031,-0.138672, 1.015625, -2.014160, -5.371094, -2.502441, 0.038607, -0.004208,0.710937,-0.702182,-0.060310,-0.049004,-1.581709, 0.688304
3.580194, -2.853174, 90.670413, 0.096191,-0.141113, 1.083008, 3.601074, -0.244141, -2.868652, 0.039650, -0.004718,0.711211,-0.701844,-0.062486,-0.049797,-1.582497, 0.673147
3.722202, -2.928530, 90.708457, 0.048828,-0.116699, 0.976074, 2.441406, -2.014160, -2.746582, 0.040985, -0.005151,0.711441,-0.701531,-0.064965,-0.051112,-1.583161, 0.658691
3.917166, -2.969717, 90.736905, 0.097168,-0.135742, 1.042480, -0.732422, -2.380371, -1.281738, 0.042433, -0.006119,0.711607,-0.701268,-0.068367,-0.051831,-1.583658, 0.630717
4.053276, -3.066581, 90.746474, 0.099121,-0.120605, 0.994629, -0.915527, 2.441406, -0.244141, 0.043865, -0.006374,0.711663,-0.701121,-0.070743,-0.053522,-1.583825, 0.630716
4.208869, -3.039059, 90.754527, 0.055176,-0.128418, 1.014648, 2.746582, 0.610352, -0.793457, 0.044646, -0.007513,0.711701,-0.701022,-0.073459,-0.053042,-1.583965, 0.614632
4.362314, -3.045556, 90.788302, 0.075684,-0.146484, 1.062500, 0.854492, 0.366211, -2.197266, 0.045623, -0.008439,0.711898,-0.700749,-0.076137,-0.053155,-1.584555, 0.600409
4.508662, -3.058412, 90.815705, 0.067871,-0.146484, 1.023926, 0.793457, 0.305176, -1.586914, 0.046595, -0.009281,0.712055,-0.700515,-0.078691,-0.053379,-1.585033, 0.585255
4.641252, -3.070853, 90.817262, 0.108887,-0.137695, 1.009277, 0.915527, 1.281738, 0.000000, 0.047483, -0.010029,0.712054,-0.700445,-0.081005,-0.053596,-1.585060, 0.571271
4.789496, -3.088096, 90.802010, 0.108887,-0.130371, 1.032715, -0.793457, 0.183105, 0.244141, 0.048497, -0.010838,0.711949,-0.700471,-0.083592,-0.053897,-1.584794, 0.556356
4.984719, -3.230615, 90.795644, 0.103516,-0.118164, 1.083008, -3.295898, -0.549316, -0.671387, 0.050574, -0.011175,0.711904,-0.700364,-0.087000,-0.056385,-1.584683, 0.541906
5.142319, -3.231982, 90.810684, 0.087891,-0.120117, 1.086426, -3.723145, -2.014160, -1.464844, 0.051544, -0.012152,0.711980,-0.700200,-0.089750,-0.056409,-1.584945, 0.528152
5.250386, -3.222106, 90.825076, 0.133301,-0.104492, 1.129883, -2.319336, 3.234863, -0.610352, 0.052142, -0.012891,0.712055,-0.700066,-0.091637,-0.056236,-1.585197, 0.510903
5.390850, -3.243108, 90.845833, 0.079102,-0.123047, 1.060059, -1.159668, 0.549316, -1.831055, 0.053128, -0.013645,0.712168,-0.699863,-0.094088,-0.056603,-1.585559, 0.495284
5.499405, -3.274995, 90.857984, 0.075195,-0.120117, 1.057129, -1.342773, 1.464844, -1.586914, 0.053987, -0.014130,0.712233,-0.699722,-0.095983,-0.057159,-1.585771, 0.479900
5.582985, -3.260548, 90.874437, 0.099121,-0.122070, 1.058594, 0.610352, -0.366211, -1.403809, 0.054405, -0.014746,0.712321,-0.699587,-0.097441,-0.056907,-1.586058, 0.451929
5.665445, -3.231415, 90.899777, 0.100098,-0.115723, 1.059570, 3.967285, 1.708984, -0.854492, 0.054725, -0.015449,0.712461,-0.699404,-0.098881,-0.056399,-1.586500, 0.433746
5.811368, -3.197706, 90.902270, 0.074707,-0.176270, 1.043945, 2.014160, -1.586914, 0.061035, 0.055406, -0.016563,0.712451,-0.699335,-0.101428,-0.055811,-1.586544, 0.433746
5.816887, -3.245831, 90.918144, 0.057129,-0.152344, 1.064941, -2.746582, -0.732422, -1.098633, 0.055736, -0.016311,0.712554,-0.699210,-0.101524,-0.056650,-1.586821, 0.419293
5.897297, -3.233485, 90.916696, 0.068359,-0.128906, 1.015625, -1.403809, -0.793457, 0.183105, 0.056150, -0.016886,0.712532,-0.699186,-0.102927,-0.056435,-1.586796, 0.403445
5.899230, -3.285511, 90.910057, 0.078613,-0.082520, 1.024902, 6.042480, 2.929688, 0.122070, 0.056485, -0.016576,0.712498,-0.699200,-0.102961,-0.057343,-1.586680, 0.386431
5.800248, -3.296813, 90.936626, 0.061035,-0.072754, 1.002441, 1.525879, -3.295898, -1.647949, 0.055948, -0.015904,0.712676,-0.699078,-0.101233,-0.057540,-1.587144, 0.394353
5.559681, -3.222519, 90.974213, 0.049805,-0.083984, 1.030273, -2.380371, -2.319336, -0.793457, 0.054014, -0.014881,0.712928,-0.698996,-0.097035,-0.056244,-1.587800, 0.447954
5.416551, -3.237521, 90.978051, 0.086914,-0.084961, 1.024902, -0.061035, -2.014160, 0.366211, 0.053234, -0.013900,0.712971,-0.699032,-0.094537,-0.056505,-1.587867, 0.447953
5.476944, -3.416514, 90.996910, 0.073730,-0.099121, 0.982910, 0.793457, -0.915527, -1.647949, 0.054711, -0.013190,0.713099,-0.698801,-0.095591,-0.059629,-1.588196, 0.340042
5.420729, -3.536683, 91.031621, 0.047363,-0.163086, 0.981934, -3.051758, -0.610352, -1.159668, 0.055110, -0.012122,0.713329,-0.698554,-0.094610,-0.061727,-1.588802, 0.340038
5.651769, -3.606830, 91.025344, 0.121094,-0.131348, 1.196289, -4.882812, 1.708984, -0.488281, 0.056954, -0.013128,0.713272,-0.698446,-0.098642,-0.062951,-1.588692, 0.304380
5.840228, -3.590060, 91.028977, 0.069336,-0.636230, 0.905273, -8.422852, -6.713867, -0.122070, 0.057999, -0.014406,0.713270,-0.698337,-0.101931,-0.062658,-1.588755, 0.204396
6.273016, -3.559516, 91.051455, 0.117676,-0.476074, 1.210449, -14.526367, 0.610352, -0.976562, 0.060443, -0.017298,0.713343,-0.697989,-0.109485,-0.062125,-1.589148, 0.204394
6.091096, -3.546254, 91.079644, 0.067383,-0.080566, 0.985352, 4.394531, 0.610352, -1.525879, 0.059248, -0.016261,0.713540,-0.697916,-0.106310,-0.061894,-1.589640, 0.170599
5.899461, -3.516815, 91.098276, 0.064941,-0.022461, 1.001465, 9.033203, 2.807617, -0.610352, 0.057896, -0.015257,0.713676,-0.697913,-0.102965,-0.061380,-1.589965, 0.250071
5.704326, -3.579834, 91.093311, 0.074219,-0.090820, 0.971191, -0.854492, -0.915527, 1.281738, 0.057099, -0.013654,0.713677,-0.698010,-0.099559,-0.062480,-1.589878, 0.237020
5.732162, -3.638974, 91.093079, 0.062988,-0.104492, 1.104492, -2.868652, 1.342773, -0.366211, 0.057636, -0.013466,0.713679,-0.697968,-0.100045,-0.063512,-1.589874, 0.237020
5.651033, -3.541897, 91.113556, 0.058594,-0.085938, 1.036621, 1.342773, 0.244141, -1.037598, 0.056537, -0.013564,0.713803,-0.697929,-0.098629,-0.061818,-1.590232, 0.222336
