time,velocity_x_theoretical,velocity_x_actual,velocity_y,ay,speedx,speedy,steeringangle,z_orientation,z,x,y,w
0.001,-0.035189,0,0,0,0,0,0,0.400172,0.400172,0,0,-0.91644
0.002,-0.036356,0,0,-0.06543,0,0,0,0.400172,0.400172,0,0,-0.91644
0.003,-0.037522,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.004,-0.038494,0,0,-0.074707,0,0,0,0.400172,0.400172,0,0,-0.91644
0.005,-0.04005,0,0,-0.073242,0,0,0,0.400172,0.400172,0,0,-0.91644
0.006,-0.040244,0,0,-0.0625,0,0,0,0.400172,0.400172,0,0,-0.91644
0.007,-0.040827,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.008,-0.040244,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.009,-0.039661,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.01,-0.038689,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.011,-0.037328,0,0,-0.063477,0,0,0,0.400172,0.400172,0,0,-0.91644
0.012,-0.036161,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.013,-0.035773,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.014,-0.034606,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.015,-0.034801,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.016,-0.035189,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.017,-0.035578,0,0,-0.063477,0,0,0,0.400172,0.400172,0,0,-0.91644
0.018,-0.036745,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.019,-0.037911,0,0,-0.071777,0,0,0,0.400172,0.400172,0,0,-0.91644
0.02,-0.039272,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.021,-0.04005,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.022,-0.040633,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.023,-0.040633,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.024,-0.039855,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.025,-0.038883,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.026,-0.038106,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.027,-0.03655,0,0,-0.063965,0,0,0,0.400172,0.400172,0,0,-0.91644
0.028,-0.035967,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.029,-0.035384,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.03,-0.034606,0,0,-0.068359,0,0,0,0.400172,0.400172,0,0,-0.91644
0.031,-0.035189,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.032,-0.035384,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.033,-0.03655,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.034,-0.037717,0,0,-0.070801,0,0,0,0.400172,0.400172,0,0,-0.91644
0.035,-0.038689,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.036,-0.040244,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.037,-0.040439,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.038,-0.040827,0,0,-0.071289,0,0,0,0.400172,0.400172,0,0,-0.91644
0.039,-0.04005,0,0,-0.070801,0,0,0,0.400172,0.400172,0,0,-0.91644
0.04,-0.039661,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.041,-0.038494,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.042,-0.037134,0,0,-0.064453,0,0,0,0.400172,0.400172,0,0,-0.91644
0.043,-0.036161,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.044,-0.035773,0,0,-0.068359,0,0,0,0.400172,0.400172,0,0,-0.91644
0.045,-0.034412,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.046,-0.034801,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.047,-0.035189,0,0,-0.064453,0,0,0,0.400172,0.400172,0,0,-0.91644
0.048,-0.035773,0,0,-0.06543,0,0,0,0.400172,0.400172,0,0,-0.91644
0.049,-0.036939,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.05,-0.038106,0,0,-0.064941,0,0,0,0.400172,0.400172,0,0,-0.91644
0.051,-0.039467,0,0,-0.06543,0,0,0,0.400172,0.400172,0,0,-0.91644
0.052,-0.04005,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.053,-0.040827,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.054,-0.040633,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.055,-0.039855,0,0,-0.070801,0,0,0,0.400172,0.400172,0,0,-0.91644
0.056,-0.038883,0,0,-0.063477,0,0,0,0.400172,0.400172,0,0,-0.91644
0.057,-0.037911,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.058,-0.03655,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.059,-0.035967,0,0,-0.068359,0,0,0,0.400172,0.400172,0,0,-0.91644
0.06,-0.035189,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.061,-0.034412,0,0,-0.064453,0,0,0,0.400172,0.400172,0,0,-0.91644
0.062,-0.034995,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.063,-0.035189,0,0,-0.070801,0,0,0,0.400172,0.400172,0,0,-0.91644
0.064,-0.036356,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.065,-0.037717,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.066,-0.038689,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.067,-0.040244,0,0,-0.064941,0,0,0,0.400172,0.400172,0,0,-0.91644
0.068,-0.040439,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.069,-0.040827,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.07,-0.04005,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.071,-0.039467,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.072,-0.038494,0,0,-0.064941,0,0,0,0.400172,0.400172,0,0,-0.91644
0.073,-0.036939,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.074,-0.035967,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.075,-0.035578,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.076,-0.034412,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.077,-0.034801,0,0,-0.064453,0,0,0,0.400172,0.400172,0,0,-0.91644
0.078,-0.035189,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.079,-0.035967,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.08,-0.036939,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.081,-0.0383,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.082,-0.039661,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.083,-0.04005,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.084,-0.040827,0,0,-0.071777,0,0,0,0.400172,0.400172,0,0,-0.91644
0.085,-0.040633,0,0,-0.070801,0,0,0,0.400172,0.400172,0,0,-0.91644
0.086,-0.039855,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.087,-0.038883,0,0,-0.063965,0,0,0,0.400172,0.400172,0,0,-0.91644
0.088,-0.037717,0,0,-0.068359,0,0,0,0.400172,0.400172,0,0,-0.91644
0.089,-0.03655,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.09,-0.035967,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.091,-0.035189,0,0,-0.06543,0,0,0,0.400172,0.400172,0,0,-0.91644
0.092,-0.034606,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.093,-0.035189,0,0,-0.071777,0,0,0,0.400172,0.400172,0,0,-0.91644
0.094,-0.035384,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.095,-0.03655,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.096,-0.037911,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.097,-0.038883,0,0,-0.064453,0,0,0,0.400172,0.400172,0,0,-0.91644
0.098,-0.040439,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.099,-0.040439,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.1,-0.040827,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.101,-0.039855,0,0,-0.064941,0,0,0,0.400172,0.400172,0,0,-0.91644
0.102,-0.039272,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.103,-0.0383,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.104,-0.036745,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.105,-0.035967,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.106,-0.035773,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.107,-0.034412,0,0,-0.062988,0,0,0,0.400172,0.400172,0,0,-0.91644
0.108,-0.034995,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.109,-0.035189,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.11,-0.036161,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.111,-0.037328,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.112,-0.0383,0,0,-0.064941,0,0,0,0.400172,0.400172,0,0,-0.91644
0.113,-0.04005,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.114,-0.040244,0,0,-0.072754,0,0,0,0.400172,0.400172,0,0,-0.91644
0.115,-0.041022,0,0,-0.068359,0,0,0,0.400172,0.400172,0,0,-0.91644
0.116,-0.040439,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.117,-0.039855,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.118,-0.038883,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.119,-0.037522,0,0,-0.069824,0,0,0,0.400172,0.400172,0,0,-0.91644
0.12,-0.03655,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.121,-0.035967,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.122,-0.034801,0,0,-0.066895,0,0,0,0.400172,0.400172,0,0,-0.91644
0.123,-0.034606,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.124,-0.035189,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.125,-0.035384,0,0,-0.06543,0,0,0,0.400172,0.400172,0,0,-0.91644
0.126,-0.03655,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.127,-0.037911,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.128,-0.036939,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.129,-0.033245,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.13,-0.030523,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.131,-0.027802,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.132,-0.02508,0,0,-0.064453,0,0,0,0.400172,0.400172,0,0,-0.91644
0.133,-0.022358,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.134,-0.020219,0,0,-0.068848,0,0,0,0.400172,0.400172,0,0,-0.91644
0.135,-0.018275,0,0,-0.070312,0,0,0,0.400172,0.400172,0,0,-0.91644
0.136,-0.016331,0,0,-0.0625,0,0,0,0.400172,0.400172,0,0,-0.91644
0.137,-0.014581,0,0,-0.064453,0,0,0,0.400172,0.400172,0,0,-0.91644
0.138,-0.013609,0,0,-0.066406,0,0,0,0.400172,0.400172,0,0,-0.91644
0.139,-0.020608,0,0,-0.068359,0,0,0,0.400172,0.400172,0,0,-0.91644
0.14,-0.015942,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.141,-0.012248,0,0,-0.069336,0,0,0,0.400172,0.400172,0,0,-0.91644
0.142,-0.009332,0,0,-0.06543,0,0,0,0.400172,0.400172,0,0,-0.91644
0.143,-0.006999,0,0,-0.065918,0,0,0,0.400172,0.400172,0,0,-0.91644
0.144,-0.005249,0,0,-0.067383,0,0,0,0.400172,0.400172,0,0,-0.91644
0.145,-0.003888,0,0,-0.072266,0,0,0,0.400172,0.400172,0,0,-0.91644
0.146,0.030329,0,0,-0.067871,0,0,0,0.400172,0.400172,0,0,-0.91644
0.147,0.09157,0.059674,0,-0.063965,0.059674,0,0,0.400172,0.400172,0,0,-0.91644
0.148,0.088265,0.1331,0,-0.06543,0.1331,0,0,0.400172,0.400172,0,0,-0.91644
0.149,0.162143,0.129138,0.03077,-0.09668,0.129138,0,0,0.400172,0.400172,0,0,-0.91644
0.15,0.153783,0.217716,0.068624,-0.034668,0.217716,0,0,0.400172,0.400172,0,0,-0.91644
0.151,0.155144,0.207692,0.112289,-0.143066,0.207692,0,0,0.400172,0.400172,0,0,-0.91644
0.152,0.131426,0.209324,0.112287,0.061035,0.209324,0,0,0.400172,0.400172,0,0,-0.91644
0.153,0.095847,0.180886,0.107155,0.004883,0.180886,0,0,0.400172,0.400172,0,0,-0.91644
0.154,0.204332,0.138228,0.107994,-0.187012,0.138228,0,0,0.400172,0.400172,0,0,-0.91644
0.155,0.185862,0.268298,0.093267,-0.217773,0.268298,0,0,0.400172,0.400172,0,0,-0.91644
0.156,0.198499,0.246154,0.071293,0.117676,0.246154,0,0,0.400172,0.400172,0,0,-0.91644
0.157,0.204332,0.261305,0.138431,-0.368164,0.261305,0,0,0.400172,0.400172,0,0,-0.91644
0.158,0.21483,0.268298,0.127047,-0.254883,0.268298,0,0,0.400172,0.400172,0,0,-0.91644
0.159,0.227078,0.280886,0.134905,0.007812,0.280886,0,0,0.400172,0.400172,0,0,-0.91644
0.16,0.253713,0.295571,0.138641,-0.258789,0.295571,0,0,0.400172,0.400172,0,0,-0.91644
0.161,0.276071,0.327506,0.145251,-0.344727,0.327506,0,0,0.400172,0.400172,0,0,-0.91644
0.162,0.28968,0.354312,0.15292,-0.123535,0.354312,0,0,0.400172,0.400172,0,0,-0.91644
0.163,0.293958,0.370629,0.16948,-0.220215,0.370629,0,0,0.400172,0.400172,0,0,-0.91644
0.164,0.303873,0.375758,0.183373,-0.58252,0.375758,0,0,0.400172,0.400172,0,0,-0.91644
0.165,0.326231,0.387646,0.191892,-0.574707,0.387646,0,0,0.400172,0.400172,0,0,-0.91644
0.166,0.348589,0.414452,0.194538,-0.120117,0.414452,0,0,0.400172,0.400172,0,0,-0.91644
0.167,0.364142,0.441259,0.200832,-0.007812,0.441259,0,0,0.400172,0.400172,0,0,-0.91644
0.168,0.373085,0.459907,0.21497,-0.105957,0.459907,0,0,0.400172,0.400172,0,0,-0.91644
0.169,0.382223,0.470629,0.228856,-0.007812,0.470629,0,0,0.400172,0.400172,0,0,-0.91644
0.17,0.392332,0.481585,0.238329,-0.192383,0.481585,0,0,0.400172,0.400172,0,0,-0.91644
0.171,0.403803,0.493706,0.243482,-0.219727,0.493706,0,0,0.400172,0.400172,0,0,-0.91644
0.172,0.413329,0.507459,0.248907,-0.197266,0.507459,0,0,0.400172,0.400172,0,0,-0.91644
0.173,0.420523,0.518881,0.254951,-0.094727,0.518881,0,0,0.400172,0.400172,0,0,-0.91644
0.174,0.42655,0.527506,0.267758,-0.032715,0.527506,0,0,0.400172,0.400172,0,0,-0.91644
0.175,0.447352,0.534732,0.267726,-0.116699,0.534732,0,0,0.400172,0.400172,0,0,-0.91644
0.176,0.46796,0.559674,0.272325,-0.177246,0.559674,0,0,0.400172,0.400172,0,0,-0.91644
0.177,0.460573,0.584382,0.276179,-0.383301,0.584382,0,0,0.400172,0.400172,0,0,-0.91644
0.178,0.456295,0.575524,0.28912,0.085938,0.575524,0,0,0.400172,0.400172,0,0,-0.91644
0.179,0.483902,0.570396,0.302237,-0.313965,0.570396,0,0,0.400172,0.400172,0,0,-0.91644
0.18,0.505872,0.603497,0.297794,-0.433105,0.603497,0,0,0.400172,0.400172,0,0,-0.91644
0.181,0.487791,0.629837,0.295117,-0.145508,0.629837,0,0,0.400172,0.400172,0,0,-0.91644
0.182,0.499845,0.608159,0.312175,-0.00293,0.608159,0,0,0.400172,0.400172,0,0,-0.91644
0.183,0.524341,0.622611,0.32515,-0.07373,0.622611,0,0,0.400172,0.400172,0,0,-0.91644
0.184,0.509371,0.651981,0.313159,-0.324219,0.651981,0,0,0.400172,0.400172,0,0,-0.91644
0.185,0.529396,0.634033,0.319908,0.182129,0.634033,0,0,0.400172,0.400172,0,0,-0.91644
0.186,0.536589,0.658042,0.334631,-0.14502,0.658042,0,0,0.400172,0.400172,0,0,-0.91644
0.187,0.530562,0.666667,0.325423,-0.088867,0.666667,0,0,0.400172,0.400172,0,0,-0.91644
0.188,0.53795,0.659441,0.337436,0.072266,0.659441,0,0,0.400172,0.400172,0,0,-0.91644
0.189,0.543005,0.668298,0.337994,-0.019531,0.668298,0,0,0.400172,0.400172,0,0,-0.91644
0.19,0.541061,0.674359,0.337896,-0.016602,0.674359,0,0,0.400172,0.400172,0,0,-0.91644
0.191,0.538145,0.672028,0.342216,0.002441,0.672028,0,0,0.400172,0.400172,0,0,-0.91644
0.192,0.539117,0.668531,0.345417,-0.126953,0.668531,0,0,0.400172,0.400172,0,0,-0.91644
0.193,0.542227,0.669697,0.34442,-0.060059,0.669697,0,0,0.400172,0.400172,0,0,-0.91644
0.194,0.556614,0.673427,0.34264,-0.111816,0.673427,0,0,0.400172,0.400172,0,0,-0.91644
0.195,0.532895,0.690676,0.343206,-0.087402,0.690676,0,0,0.400172,0.400172,0,0,-0.91644
0.196,0.554281,0.662238,0.344936,-0.018066,0.662238,0,0,0.400172,0.400172,0,0,-0.91644
0.197,0.542811,0.687879,0.353553,-0.318848,0.687879,0,0,0.400172,0.400172,0,0,-0.91644
0.198,0.549421,0.674126,0.338715,-0.12793,0.674126,0,0,0.400172,0.400172,0,0,-0.91644
0.199,0.555448,0.682051,0.35172,-0.023438,0.682051,0,0,0.400172,0.400172,0,0,-0.91644
0.2,0.552337,0.689277,0.344971,-0.127441,0.689277,0,0,0.400172,0.400172,0,0,-0.91644
0.201,0.553698,0.685548,0.349455,-0.012695,0.685548,0,0,0.400172,0.400172,0,0,-0.91644
0.202,0.555448,0.687179,0.353684,-0.079102,0.687179,0,0,0.400172,0.400172,0,0,-0.91644
0.203,0.555253,0.689277,0.352021,-0.10498,0.689277,0,0,0.400172,0.400172,0,0,-0.91644
0.204,0.552531,0.689044,0.352982,-0.005371,0.689044,0,0,0.400172,0.400172,0,0,-0.91644
0.205,0.551365,0.685781,0.353898,-0.031738,0.685781,0,0,0.400172,0.400172,0,0,-0.91644
0.206,0.55292,0.684382,0.353773,-0.082031,0.684382,0,0,0.400172,0.400172,0,0,-0.91644
0.207,0.553892,0.686247,0.351986,-0.090332,0.686247,0,0,0.400172,0.400172,0,0,-0.91644
0.208,0.553892,0.687413,0.350933,-0.162598,0.687413,0,0,0.400172,0.400172,0,0,-0.91644
0.209,0.553309,0.687413,0.351422,-0.086426,0.687413,0,0,0.400172,0.400172,0,0,-0.91644
0.21,0.553309,0.686713,0.351483,-0.057129,0.686713,0,0,0.400172,0.400172,0,0,-0.91644
0.211,0.554087,0.686713,0.350647,-0.122559,0.686713,0,0.375089,0.395947,0.395947,0,0,-0.918273
0.212,0.55292,0.687646,0.350442,-0.046387,0.687646,0,0.375598,0.3925,0.3925,0,0,-0.919752
0.213,0.550976,0.686247,0.350219,-0.080566,0.686247,0,0.374834,0.388917,0.388917,0,0,-0.921273
0.214,0.548838,0.683916,0.350544,-0.103516,0.683916,0,0.373561,0.385617,0.385617,0,0,-0.922659
0.215,0.546699,0.681352,0.349854,-0.045898,0.681352,0,0.600108,0.379903,0.379903,0,0,-0.925027
0.216,0.546699,0.678788,0.349821,-0.071289,0.678788,0,0.88212,0.371741,0.371741,0,0,-0.928336
0.217,0.547477,0.678788,0.351041,-0.12793,0.678788,0,0.88212,0.36379,0.36379,0,0,-0.931481
0.218,0.54806,0.67972,0.354398,-0.115234,0.67972,0,0.883331,0.355555,0.355555,0,0,-0.934655
0.219,0.549421,0.68042,0.358303,-0.054688,0.68042,0,0.88424,0.347114,0.347114,0,0,-0.937823
0.22,0.550198,0.682051,0.363269,-0.087891,0.682051,0,0.886361,0.338908,0.338908,0,0,-0.94082
0.221,0.551365,0.682984,0.370975,-0.075195,0.682984,0,0.887572,0.330554,0.330554,0,0,-0.943787
0.222,0.550976,0.684382,0.378925,-0.041504,0.684382,0,0.88939,0.322129,0.322129,0,0,-0.946696
0.223,0.550393,0.683916,0.386904,-0.079102,0.683916,0,0.888784,0.313755,0.313755,0,0,-0.949504
0.224,0.548838,0.683217,0.397747,-0.060059,0.683217,0,0.887875,0.305305,0.305305,0,0,-0.952255
0.225,0.548449,0.681352,0.40471,-0.093262,0.681352,0,0.885452,0.296834,0.296834,0,0,-0.954929
0.226,0.548449,0.680886,0.411385,-0.095703,0.680886,0,0.47015,0.29345,0.29345,0,0,-0.955975
0.227,0.548254,0.680886,0.419407,-0.072266,0.680886,0,0.47015,0.289008,0.289008,0,0,-0.957327
0.228,0.547088,0.680653,0.426448,-0.071289,0.680653,0,0.469989,0.283314,0.283314,0,0,-0.959027
0.229,0.547282,0.679254,0.433538,-0.045898,0.679254,0,0.469024,0.278836,0.278836,0,0,-0.960339
0.23,0.547865,0.679487,0.442639,-0.072754,0.679487,0,0.469184,0.273964,0.273964,0,0,-0.96174
0.231,0.548254,0.680186,0.448198,-0.095703,0.680186,0,0,0.273964,0.273964,0,0,-0.96174
0.232,0.548643,0.680653,0.454236,-0.07666,0.680653,0,0,0.273964,0.273964,0,0,-0.96174
0.233,0.549421,0.681119,0.460759,-0.072266,0.681119,0,0,0.273964,0.273964,0,0,-0.96174
0.234,0.552143,0.682051,0.464328,-0.046875,0.682051,0,0,0.273964,0.273964,0,0,-0.96174
0.235,0.553698,0.685315,0.467386,-0.083008,0.685315,0,0,0.273964,0.273964,0,0,-0.96174
0.236,0.553698,0.687179,0.473355,-0.083984,0.687179,0,0,0.273964,0.273964,0,0,-0.96174
0.237,0.554281,0.687179,0.474168,-0.031738,0.687179,0,0,0.273964,0.273964,0,0,-0.96174
0.238,0.555448,0.687879,0.475285,-0.047852,0.687879,0,0,0.273964,0.273964,0,0,-0.96174
0.239,0.553892,0.689277,0.474508,-0.063965,0.689277,0,0,0.273964,0.273964,0,0,-0.96174
0.24,0.552143,0.687413,0.47415,-0.041504,0.687413,0,0,0.273964,0.273964,0,0,-0.96174
0.241,0.551365,0.685315,0.474714,-0.04834,0.685315,0,0,0.273964,0.273964,0,0,-0.96174
0.242,0.550004,0.684382,0.472115,-0.083984,0.684382,0,0,0.273964,0.273964,0,0,-0.96174
0.243,0.548838,0.682751,0.472387,-0.126465,0.682751,0,0,0.273964,0.273964,0,0,-0.96174
0.244,0.54981,0.681352,0.47209,-0.085449,0.681352,0,0,0.273964,0.273964,0,0,-0.96174
0.245,0.549615,0.682517,0.471392,-0.097168,0.682517,0,0,0.273964,0.273964,0,0,-0.96174
0.246,0.549421,0.682284,0.470725,-0.114258,0.682284,0,0,0.273964,0.273964,0,0,-0.96174
0.247,0.550198,0.682051,0.471408,-0.066895,0.682051,0,0,0.273964,0.273964,0,0,-0.96174
0.248,0.550393,0.682984,0.471132,-0.083008,0.682984,0,0,0.273964,0.273964,0,0,-0.96174
0.249,0.549421,0.683217,0.470683,-0.106445,0.683217,0,0,0.273964,0.273964,0,0,-0.96174
0.25,0.548449,0.682051,0.471183,-0.097168,0.682051,0,0,0.273964,0.273964,0,0,-0.96174
0.251,0.547477,0.680886,0.471352,-0.09082,0.680886,0,0,0.273964,0.273964,0,0,-0.96174
0.252,0.546893,0.67972,0.470879,-0.07959,0.67972,0,0,0.273964,0.273964,0,0,-0.96174
0.253,0.546699,0.679021,0.470569,-0.09375,0.679021,0,0,0.273964,0.273964,0,0,-0.96174
0.254,0.545144,0.678788,0.470207,-0.055176,0.678788,0,0,0.273964,0.273964,0,0,-0.96174
0.255,0.544366,0.676923,0.470254,-0.085449,0.676923,0,0,0.273964,0.273964,0,0,-0.96174
0.256,0.544949,0.675991,0.470398,-0.087402,0.675991,0,0,0.273964,0.273964,0,0,-0.96174
0.257,0.545532,0.67669,0.469233,-0.072266,0.67669,0,0,0.273964,0.273964,0,0,-0.96174
0.258,0.545727,0.677389,0.4688,-0.100098,0.677389,0,0,0.273964,0.273964,0,0,-0.96174
0.259,0.546893,0.677622,0.46967,-0.099609,0.677622,0,0,0.273964,0.273964,0,0,-0.96174
0.26,0.547088,0.679021,0.470641,-0.066406,0.679021,0,0,0.273964,0.273964,0,0,-0.96174
0.261,0.547477,0.679254,0.4723,-0.142578,0.679254,0,0,0.273964,0.273964,0,0,-0.96174
0.262,0.547282,0.67972,0.472614,-0.09375,0.67972,0,-0.62883,0.279939,0.279939,0,0,-0.960018
0.263,0.54631,0.679487,0.472955,-0.046875,0.679487,0,-0.628614,0.286374,0.286374,0,0,-0.958118
0.264,0.544755,0.678322,0.473735,-0.059082,0.678322,0,-0.627536,0.292538,0.292538,0,0,-0.956254
0.265,0.543783,0.676457,0.474051,-0.108887,0.676457,0,-0.625811,0.296458,0.296458,0,0,-0.955046
0.266,0.543005,0.675291,0.472477,-0.053711,0.675291,0,-0.955502,0.308298,0.308298,0,0,-0.95129
0.267,0.54145,0.674359,0.472901,-0.054688,0.674359,0,-0.954183,0.314954,0.314954,0,0,-0.949107
0.268,0.539506,0.672494,0.470302,-0.113281,0.672494,0,-0.951544,0.326228,0.326228,0,0,-0.945291
0.269,0.537561,0.670163,0.467843,-0.099609,0.670163,0,-0.948246,0.332939,0.332939,0,0,-0.942948
0.27,0.537367,0.667832,0.461587,-0.073242,0.667832,0,-0.944947,0.344431,0.344431,0,0,-0.938812
0.271,0.537561,0.667599,0.455394,-0.066406,0.667599,0,-0.944618,0.352623,0.352623,0,0,-0.935765
0.272,0.539117,0.667832,0.448022,-0.038574,0.667832,0,-0.944947,0.362312,0.362312,0,0,-0.932057
0.273,0.541255,0.669697,0.44116,-0.089844,0.669697,0,-0.947586,0.370506,0.370506,0,0,-0.92883
0.274,0.542033,0.672261,0.431484,-0.088867,0.672261,0,-0.951214,0.377236,0.377236,0,0,-0.926117
0.275,0.541644,0.673193,0.426914,-0.102051,0.673193,0,-0.952533,0.387854,0.387854,0,0,-0.921721
0.276,0.540478,0.672727,0.419936,-0.091309,0.672727,0,-0.951874,0.396832,0.396832,0,0,-0.917891
0.277,0.539311,0.671329,0.411598,-0.067383,0.671329,0,-0.949895,0.405346,0.405346,0,0,-0.914163
